"obce","Běžné výdaje","Celková plocha území obce","Daňové příjmy","Investiční přijaté dotace","Kapitálové příjmy","Kapitálové výdaje","Nedaňové příjmy","Neinvestiční přijaté dotace","Počet dokončených bytů","Počet gymnázií","Počet lůžek v ubytovacích zařízeních","Počet mateřských škol","Počet obyvatel","Počet obyvatel nad 65 let","Počet obyvatel ve věku 0 až 14 let","Počet obyvatel ve věku 15-59 muži","Počet obyvatel ve věku 15-59 ženy","Počet obyvatel ve věku 60-64 let ženy","Počet obyvatel ve věku 60-64 muži","Počet pokojů v ubytovacích zařízeních","Počet SOŠ a praktických škol","Počet SOU","Počet ubytovacích zařízení","Počet uchazečů o zaměstnání","Počet základních škol s 1. st.","Počet základních škol s 2. st.","Počet základních škol úplných","Počet žáků v gymnáziích","Počet žáků v mateřských školách","Počet žáků v SOŠ a praktických školách","Počet žáků v SOU","Počet žáků v základních školách s 1. st.","Počet žáků v základních školách s 2. st.","Počet žáků v základních školách úplných","Přijaté dotace","Příjmy","Přistěhovalí celkem","Saldo příjmů a výdajů","Vlastní příjmy","Výdaje celkem","Výměra chmelnic","Výměra lesní půdy","Výměra orné půdy","Výměra ostatních ploch","Výměra ovocných sadů","Výměra trvalých travních porostů","Výměra vinic","Výměra vodních ploch","Výměra zahrad","Výměra zastavěných ploch","Výměra zemědělské půdy","Vystěhovalí celkem","Zemřelí celkem","Živě narození celkem","kraj","orp","okres","Ordinace gynekologa","Ordinace praktického lékaře","Ordinace praktického lékaře pro děti a dorost","Ordinace specialisty","Ordinace stomatologa","Počet lékáren","Domovy pro seniory","Domovy pro seniory - počet míst","Domovy pro osoby se zdravotním postižením","Domovy pro osoby se zdravotním postižením - počet míst","Počet nemocnic","Počet lůžek v nemocnicích"
"Vepříkov","2 711,35","1 141,39","4 593,04","120,00","3,57","11 188,70","1 302,94","148,23","0,00","0,00",NA,"0,00","324,00","78,00","39,00","83,00","99,00","15,00","10,00",NA,"0,00","0,00",NA,"12,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","268,23","6 167,79","3,00","-7 732,26","5 899,55","13 900,05","0,00","325,99","620,88","37,46","0,30","123,13","0,00","11,58","11,69","10,36","756,00","3,00","4,00","2,00","Vysočina","CHOTĚBOŘ","Havlíčkův Brod",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Vepřová","4 631,08","1 043,89","5 610,49","250,00","0,00","1 494,71","919,88","231,02","1,00","0,00",NA,"1,00","409,00","71,00","57,00","144,00","108,00","15,00","14,00",NA,"0,00","0,00",NA,"6,00","1,00","0,00","0,00","0,00","15,00","0,00","0,00","25,00","0,00","0,00","481,02","7 011,39","4,00","885,60","6 530,37","6 125,79","0,00","489,45","405,98","29,92","0,00","91,09","0,00","14,07","6,07","7,30","503,14","4,00","10,00","3,00","Vysočina","ŽĎÁR NAD SÁZAVOU","Žďár nad Sázavou",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Verměřovice","7 479,30","599,43","9 041,38","100,00","0,00","7 258,34","1 075,02","271,45","2,00","0,00",NA,"1,00","747,00","108,00","147,00","224,00","223,00","26,00","19,00",NA,"0,00","0,00",NA,"12,00","1,00","0,00","0,00","0,00","28,00","0,00","0,00","23,00","0,00","0,00","371,45","10 487,85","22,00","-4 249,79","10 116,40","14 737,64","0,00","86,44","277,90","40,76","0,43","150,06","0,00","8,49","27,07","8,27","455,46","29,00","8,00","15,00","Pardubický kraj","ŽAMBERK","Ústí nad Orlicí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Verneřice","15 702,52","3 140,69","16 912,85","1 293,83","552,01","3 452,72","2 864,49","1 111,27","3,00","0,00",NA,"1,00","1 142,00","200,00","189,00","361,00","304,00","48,00","40,00",NA,"0,00","0,00",NA,"36,00","0,00","0,00","1,00","0,00","37,00","0,00","0,00","0,00","0,00","154,00","2 405,10","22 734,44","37,00","3 579,20","20 329,34","19 155,24","0,00","483,83","662,76","220,20","0,00","1 709,82","0,00","10,69","20,53","32,85","2 393,12","35,00","12,00","10,00","Ústecký kraj","DĚČÍN","Děčín",NA,"1,00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Vernéřovice","4 165,18","941,22","4 475,40","0,00","9,74","473,51","114,25","517,35","0,00","0,00",NA,"1,00","315,00","59,00","41,00","104,00","86,00","12,00","13,00",NA,"0,00","0,00",NA,"7,00","1,00","0,00","0,00","0,00","17,00","0,00","0,00","24,00","0,00","0,00","517,35","5 116,74","8,00","478,04","4 599,39","4 638,69","0,00","285,29","468,53","47,57","0,00","115,56","0,00","4,25","10,24","9,77","594,33","12,00","1,00","2,00","Královéhradecký kraj","BROUMOV","Náchod",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Vernířovice","3 069,41","3 330,21","4 209,17","998,00","216,97","4 910,96","339,85","486,90","1,00","0,00","204,00","0,00","209,00","37,00","35,00","71,00","53,00","6,00","7,00","54,00","0,00","0,00","4,00","11,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","1 484,90","6 250,89","8,00","-1 729,48","4 765,99","7 980,37","0,00","2 954,16","16,81","56,33","0,00","262,24","0,00","17,37","15,40","7,91","294,45","9,00","8,00","3,00","Olomoucký kraj","ŠUMPERK","Šumperk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Věrovany","10 500,14","1 781,14","19 176,72","0,00","1,40","624,43","1 958,15","1 038,87","3,00","0,00",NA,"1,00","1 383,00","254,00","227,00","402,00","407,00","51,00","42,00",NA,"0,00","0,00",NA,"33,00","1,00","0,00","0,00","0,00","37,00","0,00","0,00","29,00","0,00","0,00","1 038,87","22 175,13","17,00","11 050,56","21 136,26","11 124,57","0,00","152,96","1 379,51","103,10","5,86","33,03","0,00","43,28","35,84","27,55","1 454,24","20,00","22,00","9,00","Olomoucký kraj","OLOMOUC","Olomouc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Veřovice","7 749,56","1 659,16","24 694,49","16 708,35","87,02","51 041,89","1 129,27","1 803,60","4,00","0,00",NA,"1,00","2 000,00","369,00","300,00","620,00","573,00","72,00","66,00",NA,"0,00","0,00","1,00","38,00","0,00","0,00","1,00","0,00","56,00","0,00","0,00","0,00","0,00","160,00","18 511,95","44 422,73","58,00","-14 368,72","25 910,78","58 791,45","0,00","821,15","374,52","73,21","0,00","286,34","0,00","8,09","73,37","22,49","734,23","26,00","18,00","22,00","Moravskoslezský kraj","FRENŠTÁT P. RADHOŠTĚM","Nový Jičín",NA,"1,00",NA,NA,"1,00",NA,NA,NA,NA,NA,NA,NA
"Verušičky","10 747,96","2 477,15","8 421,66","900,00","432,08","1 998,03","2 621,44","1 948,79","0,00","0,00",NA,"0,00","473,00","71,00","77,00","155,00","139,00","14,00","17,00",NA,"0,00","0,00",NA,"20,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","2 848,79","14 323,97","18,00","1 577,98","11 475,18","12 745,99","0,00","352,72","734,98","424,58","54,93","849,05","0,00","29,65","14,75","16,49","1 653,71","52,00","3,00","5,00","Karlovarský kraj","KARLOVY VARY","Karlovy Vary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ves Touškov","3 769,80","1 185,39","4 951,66","0,00","38,71","0,00","644,90","556,60","0,00","0,00",NA,"0,00","361,00","65,00","50,00","125,00","107,00","6,00","8,00",NA,"0,00","0,00",NA,"2,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","556,60","6 191,87","13,00","2 422,07","5 635,26","3 769,80","0,00","135,49","840,40","64,42","0,00","100,15","0,00","17,17","14,92","12,83","955,48","17,00","1,00","3,00","Plzeňský kraj","STOD","Plzeň-jih",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Vesce","1 488,40","744,47","3 498,09","0,00","0,00","185,22","367,79","104,59","1,00","0,00",NA,"0,00","283,00","33,00","53,00","99,00","84,00","6,00","8,00",NA,"0,00","0,00",NA,"10,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","104,59","3 970,48","10,00","2 296,86","3 865,88","1 673,62","0,00","141,23","445,20","44,90","0,00","78,92","0,00","10,05","15,61","8,56","539,73","4,00","3,00","4,00","Jihočeský kraj","SOBĚSLAV","Tábor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Veselá","2 330,80","577,78","2 927,37","0,00","10,68","479,96","173,56","81,80","0,00","0,00",NA,"0,00","232,00","42,00","38,00","71,00","65,00","7,00","9,00",NA,"0,00","0,00",NA,"5,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","81,80","3 193,40","2,00","382,65","3 111,60","2 810,75","0,00","149,05","167,77","26,64","7,91","190,15","0,00","5,62","23,62","7,02","389,45","3,00","0,00","1,00","Liberecký kraj","SEMILY","Semily",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Veselá","2 655,80","868,86","3 223,38","750,00","0,00","2 489,90","1 326,14","311,69","0,00","0,00",NA,"0,00","227,00","53,00","28,00","62,00","62,00","12,00","10,00",NA,"0,00","0,00",NA,"1,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","1 061,69","5 611,21","5,00","465,52","4 549,52","5 145,70","0,00","415,83","303,31","29,98","0,00","96,29","0,00","11,68","6,28","5,49","405,88","8,00","4,00","4,00","Vysočina","PELHŘIMOV","Pelhřimov",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Veselá","2 665,01","305,90","3 533,23","0,00","0,00","451,92","226,22","76,11","1,00","0,00",NA,"0,00","282,00","42,00","53,00","94,00","75,00","9,00","9,00",NA,"0,00","0,00",NA,"6,00","1,00","0,00","0,00","0,00","0,00","0,00","0,00","37,00","0,00","0,00","76,11","3 835,56","4,00","718,64","3 759,45","3 116,92","0,00","0,00","249,62","14,85","0,00","24,39","0,00","3,73","7,60","5,71","281,61","6,00","3,00","2,00","Plzeňský kraj","ROKYCANY","Rokycany",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Veselá","7 950,59","444,23","10 011,79","3 318,38","74,50","9 776,30","1 266,18","755,61","3,00","0,00",NA,"1,00","832,00","139,00","139,00","262,00","243,00","21,00","28,00",NA,"0,00","0,00",NA,"15,00","1,00","0,00","0,00","0,00","27,00","0,00","0,00","36,00","0,00","0,00","4 074,00","15 426,47","28,00","-2 300,42","11 352,47","17 726,89","0,00","106,89","241,22","30,57","1,49","29,08","0,00","3,50","20,46","11,02","292,25","18,00","4,00","9,00","Zlínský kraj","VIZOVICE","Zlín",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Veselé","5 078,41","738,19","4 738,94","2 623,64","0,00","3 506,86","978,81","139,10","0,00","0,00",NA,"0,00","345,00","70,00","47,00","115,00","93,00","11,00","9,00",NA,"0,00","0,00",NA,"5,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","2 762,74","8 480,49","16,00","-104,78","5 717,75","8 585,28","0,00","194,77","107,47","59,86","1,00","349,87","0,00","3,28","14,82","7,13","473,16","15,00","2,00","1,00","Ústecký kraj","DĚČÍN","Děčín",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Veselí","3 784,98","300,86","4 452,96","110,00","38,64","2 482,15","143,25","299,32","0,00","0,00",NA,"1,00","364,00","74,00","57,00","104,00","98,00","18,00","13,00",NA,"0,00","0,00",NA,"6,00","0,00","0,00","0,00","0,00","25,00","0,00","0,00","0,00","0,00","0,00","409,32","5 044,17","12,00","-1 222,96","4 634,85","6 267,13","0,00","61,94","183,88","18,10","0,00","12,65","0,00","4,75","13,01","6,53","209,54","9,00","5,00","1,00","Pardubický kraj","PŘELOUČ","Pardubice",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Veselí nad Lužnicí","77 211,73","2 956,65","94 334,01","16 589,02","180,47","107 019,60","30 585,77","14 947,83","7,00","0,00","423,00","3,00","6 397,00","1 310,00","951,00","1 839,00","1 792,00","239,00","266,00","147,00","1,00","0,00","9,00","172,00","0,00","0,00","2,00","0,00","259,00","212,00","0,00","0,00","0,00","726,00","31 536,85","156 637,11","104,00","-27 594,21","125 100,26","184 231,32","0,00","334,73","1 054,52","448,87","0,00","280,53","0,00","695,92","67,34","74,75","1 402,39","165,00","88,00","48,00","Jihočeský kraj","SOBĚSLAV","Tábor","1,00","4,00","1,00",NA,"4,00","3,00","1,00","65,00",NA,NA,NA,NA
"Veselí nad Moravou","156 465,40","3 545,06","176 132,44","7 023,86","1 866,16","120 599,79","21 180,07","34 281,28","20,00","0,00","218,00","1,00","11 116,00","2 293,00","1 489,00","3 333,00","3 162,00","441,00","398,00","82,00","2,00","1,00","4,00","515,00","0,00","0,00","3,00","0,00","314,00","206,00","123,00","0,00","0,00","966,00","41 305,14","240 483,81","188,00","-36 581,38","199 178,67","277 065,19","0,00","208,03","1 881,11","478,30","16,82","440,21","71,20","195,88","117,58","135,94","2 526,91","220,00","121,00","109,00","Jihomoravský kraj","VESELÍ NAD MORAVOU","Hodonín","2,00","9,00","3,00","27,00","13,00","5,00",NA,NA,NA,NA,NA,NA
"Veselice","972,72","290,28","1 838,86","0,00","40,00","40,00","324,85","58,12","0,00","0,00",NA,"0,00","130,00","25,00","17,00","45,00","29,00","7,00","7,00",NA,"0,00","0,00",NA,"1,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","58,12","2 261,83","2,00","1 249,11","2 203,70","1 012,72","0,00","11,02","206,68","13,47","4,65","35,09","0,00","1,16","13,77","4,43","260,20","6,00","1,00","0,00","Středočeský kraj","MLADÁ BOLESLAV","Mladá Boleslav",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Veselíčko","3 178,66","451,71","2 737,88","0,00","8,05","0,00","186,68","299,80","0,00","0,00",NA,"0,00","215,00","45,00","32,00","70,00","53,00","9,00","6,00",NA,"0,00","0,00",NA,"8,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","299,80","3 232,41","19,00","53,75","2 932,61","3 178,66","0,00","51,04","328,72","24,71","0,00","19,69","0,00","10,68","8,67","8,20","357,08","7,00","1,00","2,00","Jihočeský kraj","MILEVSKO","Písek",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Veselíčko","13 354,80","1 317,03","11 529,56","0,00","225,06","1 179,71","1 454,21","3 011,46","1,00","0,00",NA,"1,00","900,00","159,00","146,00","278,00","261,00","22,00","34,00",NA,"0,00","0,00",NA,"22,00","0,00","0,00","1,00","0,00","41,00","0,00","0,00","0,00","0,00","25,00","3 011,46","16 220,29","18,00","1 685,78","13 208,83","14 534,51","30,44","574,07","306,85","85,29","171,92","63,73","0,00","10,23","58,56","15,94","631,50","18,00","8,00","8,00","Olomoucký kraj","LIPNÍK NAD BEČVOU","Přerov",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Veselý Žďár","4 933,98","869,75","7 059,67","120,00","0,85","3 242,92","767,98","433,49","1,00","0,00",NA,"1,00","559,00","108,00","87,00","173,00","151,00","15,00","25,00",NA,"0,00","0,00",NA,"14,00","1,00","0,00","0,00","0,00","24,00","0,00","0,00","21,00","0,00","0,00","553,49","8 381,99","9,00","205,08","7 828,50","8 176,91","0,00","349,10","398,14","26,80","0,37","70,04","0,00","2,33","13,42","9,57","481,96","5,00","5,00","5,00","Vysočina","HAVLÍČKŮV BROD","Havlíčkův Brod",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Věšín","6 938,51","4 111,07","10 817,18","270,00","424,88","795,73","1 040,64","853,29","1,00","0,00",NA,"1,00","693,00","132,00","126,00","207,00","175,00","28,00","25,00",NA,"0,00","0,00","2,00","19,00","1,00","0,00","0,00","0,00","35,00","0,00","0,00","27,00","0,00","0,00","1 123,29","13 406,00","14,00","5 671,76","12 282,70","7 734,24","0,00","3 126,00","324,39","202,75","1,15","391,53","0,00","12,48","32,71","20,08","749,77","23,00","5,00","9,00","Středočeský kraj","PŘÍBRAM","Příbram",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Vestec","50 383,01","472,14","45 436,27","0,00","3 591,47","11 296,13","9 296,76","4 754,09","18,00","0,00",NA,"1,00","2 601,00","244,00","648,00","741,00","852,00","60,00","56,00",NA,"0,00","0,00","1,00","30,00","0,00","0,00","0,00","0,00","135,00","0,00","0,00","0,00","0,00","0,00","4 754,09","63 078,59","189,00","1 399,44","58 324,50","61 679,14","0,00","2,03","324,55","77,70","1,21","9,79","0,00","9,84","17,86","29,15","353,41","117,00","9,00","38,00","Středočeský kraj","ČERNOŠICE","Praha-západ",NA,NA,NA,NA,"1,00",NA,NA,NA,NA,NA,NA,NA
"Vestec","3 128,07","743,85","4 800,86","0,00","5,00","1 381,82","810,91","423,13","0,00","0,00",NA,"0,00","314,00","50,00","56,00","99,00","81,00","12,00","16,00",NA,"0,00","0,00",NA,"9,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","423,13","6 039,91","13,00","1 530,01","5 616,77","4 509,89","0,00","6,59","634,61","35,50","1,70","22,28","0,00","13,18","9,43","20,57","668,02","6,00","4,00","4,00","Středočeský kraj","NYMBURK","Nymburk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Vestec","4 029,01","392,59","2 470,51","793,24","0,00","1 243,56","75,58","1 117,94","1,00","0,00",NA,"0,00","183,00","19,00","34,00","57,00","55,00","10,00","8,00",NA,"0,00","0,00",NA,"3,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","1 911,19","4 457,28","4,00","-815,29","2 546,09","5 272,57","0,00","16,43","259,69","20,84","62,18","17,44","0,00","1,54","9,51","4,96","348,82","1,00","0,00","2,00","Královéhradecký kraj","NÁCHOD","Náchod",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Věstín","2 379,68","914,34","2 552,10","0,00","55,00","268,89","250,19","357,31","0,00","0,00",NA,"0,00","158,00","27,00","18,00","65,00","41,00","3,00","4,00",NA,"0,00","0,00","1,00","7,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","357,31","3 214,59","4,00","566,02","2 857,28","2 648,57","0,00","392,97","264,43","53,96","1,22","178,45","0,00","3,33","13,35","6,63","457,44","0,00","5,00","1,00","Vysočina","BYSTŘICE NAD  PERNŠT.","Žďár nad Sázavou",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Věteřov","4 267,95","817,83","7 768,86","200,00","2,55","4 012,92","228,13","410,92","0,00","0,00",NA,"0,00","493,00","95,00","50,00","187,00","142,00","5,00","14,00",NA,"0,00","0,00",NA,"28,00","0,00","0,00","0,00","0,00","14,00","0,00","0,00","0,00","0,00","0,00","610,92","8 610,46","17,00","329,59","7 999,54","8 280,87","0,00","259,17","439,45","35,07","13,20","27,68","7,57","2,38","23,82","9,48","511,73","19,00","7,00","2,00","Jihomoravský kraj","KYJOV","Hodonín",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Větřkovice","12 330,84","1 784,05","10 779,34","1 125,00","344,30","6 588,76","4 009,17","2 081,31","0,00","0,00",NA,"1,00","737,00","148,00","109,00","231,00","192,00","33,00","24,00",NA,"0,00","0,00",NA,"27,00","1,00","0,00","0,00","0,00","28,00","0,00","0,00","28,00","0,00","0,00","3 206,31","18 339,12","7,00","-580,48","15 132,80","18 919,60","0,00","668,49","822,63","73,89","0,00","154,47","0,00","18,50","30,90","15,18","1 008,00","16,00","8,00","6,00","Moravskoslezský kraj","VÍTKOV","Opava",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Větřní","87 408,73","2 770,66","54 194,66","0,00","515,12","24 505,01","54 520,92","2 845,49","1,00","0,00","304,00","1,00","3 940,00","622,00","665,00","1 253,00","1 124,00","142,00","134,00","90,00","0,00","0,00","5,00","253,00","0,00","0,00","1,00","0,00","104,00","0,00","0,00","0,00","0,00","332,00","2 845,49","112 076,19","124,00","162,46","109 230,70","111 913,74","0,00","1 242,95","333,26","303,28","4,59","731,82","0,00","69,32","56,39","29,06","1 126,05","144,00","35,00","43,00","Jihočeský kraj","ČESKÝ KRUMLOV","Český Krumlov",NA,"1,00","1,00",NA,"1,00","1,00",NA,NA,NA,NA,NA,NA
"Větrný Jeníkov","10 200,06","1 222,10","9 797,36","0,00","225,57","940,39","977,59","1 460,38","2,00","0,00",NA,"1,00","627,00","98,00","112,00","195,00","176,00","22,00","24,00",NA,"0,00","0,00",NA,"9,00","0,00","0,00","1,00","0,00","56,00","0,00","0,00","0,00","0,00","166,00","1 460,38","12 460,90","29,00","1 320,46","11 000,52","11 140,44","0,00","583,97","367,26","57,05","0,51","177,54","0,00","9,35","15,30","11,13","560,61","14,00","10,00","7,00","Vysočina","JIHLAVA","Jihlava",NA,"1,00",NA,NA,"1,00",NA,NA,NA,NA,NA,NA,NA
"Větrušice","5 430,30","285,90","7 297,47","0,00","0,00","798,37","482,63","1 606,17","5,00","0,00",NA,"0,00","620,00","78,00","120,00","193,00","196,00","12,00","21,00",NA,"0,00","0,00",NA,"7,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","1 606,17","9 386,26","29,00","3 157,59","7 780,09","6 228,67","0,00","44,29","147,79","24,01","52,64","2,36","0,00","0,10","8,26","6,46","211,04","33,00","7,00","4,00","Středočeský kraj","BRANDÝS N.L.-ST.BOLES","Praha-východ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Vevčice","936,92","591,71","1 388,27","72,00","32,28","125,00","218,75","109,89","0,00","0,00",NA,"0,00","72,00","15,00","9,00","25,00","16,00","3,00","4,00",NA,"0,00","0,00",NA,"3,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","181,89","1 821,19","1,00","759,27","1 639,29","1 061,92","0,00","237,49","250,60","58,95","1,17","29,93","0,00","7,57","2,85","3,16","284,54","0,00","1,00","1,00","Jihomoravský kraj","ZNOJMO","Znojmo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Veverská Bítýška","21 914,57","1 360,28","42 159,50","654,41","97,90","11 042,10","1 486,04","2 973,61","3,00","0,00","40,00","1,00","3 198,00","627,00","555,00","909,00","905,00","113,00","89,00","11,00","0,00","0,00","3,00","73,00","0,00","0,00","1,00","0,00","109,00","0,00","0,00","0,00","0,00","358,00","3 628,02","47 371,46","100,00","14 414,79","43 743,44","32 956,67","0,00","502,83","612,54","99,23","6,49","30,84","0,00","24,92","46,65","36,78","696,52","65,00","30,00","36,00","Jihomoravský kraj","KUŘIM","Brno-venkov",NA,"2,00","1,00","2,00","1,00","1,00",NA,NA,NA,NA,NA,NA
"Veverské Knínice","10 576,72","1 016,38","12 670,73","0,00","157,25","7 799,28","2 542,17","752,93","4,00","0,00",NA,"1,00","948,00","162,00","157,00","302,00","274,00","22,00","31,00",NA,"0,00","0,00",NA,"27,00","1,00","0,00","0,00","0,00","25,00","0,00","0,00","46,00","0,00","0,00","752,93","16 123,07","22,00","-2 252,93","15 370,15","18 376,01","0,00","255,97","575,83","62,93","32,07","36,92","0,00","9,20","26,47","16,98","671,29","19,00","10,00","6,00","Jihomoravský kraj","ROSICE","Brno-venkov",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Věž","8 371,36","1 443,61","11 007,14","5 765,63","3 477,66","7 921,80","1 678,04","849,09","1,00","0,00",NA,"1,00","832,00","177,00","117,00","256,00","223,00","32,00","27,00",NA,"0,00","0,00","1,00","9,00","1,00","0,00","0,00","0,00","27,00","0,00","0,00","33,00","0,00","0,00","6 614,71","22 777,56","32,00","6 484,40","16 162,85","16 293,16","0,00","461,57","624,80","67,37","0,43","226,07","0,00","14,08","32,21","17,09","883,51","26,00","7,00","7,00","Vysočina","HAVLÍČKŮV BROD","Havlíčkův Brod",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Věžky","12 951,30","827,15","5 879,71","990,77","1 640,30","3 305,52","5 736,20","2 348,91","1,00","0,00",NA,"0,00","415,00","79,00","67,00","128,00","114,00","13,00","14,00",NA,"0,00","0,00",NA,"15,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","3 339,68","16 595,90","16,00","339,08","13 256,22","16 256,82","0,00","121,48","553,49","87,67","8,51","12,05","0,00","17,64","17,63","8,68","591,68","8,00","2,00","5,00","Zlínský kraj","KROMĚŘÍŽ","Kroměříž",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Věžky","1 986,23","240,49","2 540,03","0,00","0,00","234,00","238,82","84,22","0,00","0,00",NA,"0,00","211,00","40,00","21,00","71,00","60,00","10,00","9,00",NA,"0,00","0,00",NA,"8,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","84,22","2 863,07","6,00","642,84","2 778,85","2 220,23","0,00","1,03","204,73","15,43","2,77","0,36","0,00","3,55","8,14","4,48","216,00","1,00","4,00","0,00","Olomoucký kraj","PŘEROV","Přerov",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Věžná","2 103,07","540,13","2 179,07","112,50","18,71","275,88","534,21","296,51","0,00","0,00",NA,"0,00","126,00","24,00","24,00","38,00","36,00","3,00","1,00",NA,"0,00","0,00",NA,"1,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","409,01","3 141,00","7,00","762,06","2 731,99","2 378,95","0,00","88,30","247,26","65,80","0,30","114,72","0,00","10,10","7,77","5,87","370,06","2,00","3,00","1,00","Vysočina","PACOV","Pelhřimov",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Věžná","2 771,07","866,44","3 289,91","738,15","202,46","2 474,14","491,44","205,69","0,00","0,00",NA,"0,00","226,00","57,00","43,00","62,00","49,00","9,00","6,00",NA,"0,00","0,00",NA,"10,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","943,85","4 927,65","5,00","-317,56","3 983,80","5 245,21","0,00","359,35","221,82","65,67","2,76","186,00","0,00","7,33","18,07","5,44","428,65","6,00","3,00","1,00","Vysočina","BYSTŘICE NAD  PERNŠT.","Žďár nad Sázavou",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
