"obce","Běžné výdaje","Daňové příjmy","Investiční přijaté dotace","Kapitálové příjmy","Kapitálové výdaje","Nedaňové příjmy","Neinvestiční přijaté dotace","Počet dokončených bytů","Počet obyvatel","Počet obyvatel nad 65 let","Počet obyvatel ve věku 0 až 14 let","Počet obyvatel ve věku 15-59 muži","Počet obyvatel ve věku 15-59 ženy","Počet obyvatel ve věku 60-64 let ženy","Počet obyvatel ve věku 60-64 muži","Počet podnikatelských subjektů celkem","Počet uchazečů o zaměstnání","Přijaté dotace","Příjmy","Přistěhovalí celkem","Saldo příjmů a výdajů","Vlastní příjmy","Výdaje celkem","Vystěhovalí celkem","Zemřelí celkem","Živě narození celkem","kraj","orp","okres","Domy s pečovatelskou službou","Domy s pečovatelskou službou - počet bytů"
"Červenka","11 096,76","11 459,51","92,24","2 296,34","2 617,22","3 461,89","2 704,97","6,00","1 424,00","198,00","222,00","450,00","430,00","70,00","54,00","275,00","77,00","2 797,21","20 014,95","66,00","6 300,98","17 217,74","13 713,97","40,00","33,00","13,00","Olomoucký kraj","LITOVEL","Olomouc","1,00","12,00"
"Červený Hrádek","1 828,42","1 843,10","136,25","1,44","329,03","1 524,13","3 938,34","1,00","213,00","26,00","30,00","79,00","63,00","7,00","8,00","29,00","14,00","4 074,59","7 443,26","7,00","5 285,81","3 368,67","2 157,45","4,00","0,00","1,00","Jihočeský kraj","DAČICE","Jindřichův Hradec",NA,NA
"Červený Kostelec","90 217,33","72 984,66","5 881,26","2 025,40","32 283,19","32 100,93","14 645,87","18,00","8 542,00","1 566,00","1 288,00","2 569,00","2 503,00","318,00","298,00","1 825,00","324,00","20 527,13","127 638,12","138,00","5 137,60","107 110,99","122 500,52","133,00","90,00","93,00","Královéhradecký kraj","NÁCHOD","Náchod","2,00","52,00"
"Červený Újezd","3 050,07","3 259,86","0,00","2 094,26","4 193,96","1 383,48","203,89","2,00","311,00","43,00","48,00","104,00","83,00","17,00","16,00","80,00","11,00","203,89","6 941,49","15,00","-302,54","6 737,60","7 244,03","9,00","3,00","5,00","Středočeský kraj","VOTICE","Benešov",NA,NA
"Červený Újezd","8 164,22","8 407,46","0,00","40,90","966,02","1 189,65","689,58","20,00","1 030,00","115,00","197,00","323,00","329,00","25,00","41,00","258,00","13,00","689,58","10 327,59","41,00","1 197,35","9 638,01","9 130,24","35,00","9,00","13,00","Středočeský kraj","ČERNOŠICE","Praha-západ",NA,NA
"Česká","4 421,83","6 043,01","140,00","10,50","920,73","884,74","320,64","58,00","902,00","137,00","147,00","270,00","298,00","33,00","17,00","225,00","25,00","460,64","7 398,89","122,00","2 056,33","6 938,25","5 342,56","17,00","6,00","8,00","Jihomoravský kraj","KUŘIM","Brno-venkov",NA,NA
"Česká Bělá","8 674,03","8 306,94","0,00","859,83","6 364,11","3 723,62","1 730,63","0,00","1 026,00","133,00","167,00","344,00","313,00","37,00","32,00","205,00","49,00","1 730,63","14 621,02","20,00","-417,12","12 890,39","15 038,14","18,00","6,00","13,00","Vysočina","HAVLÍČKŮV BROD","Havlíčkův Brod",NA,NA
"Česká Bříza","3 701,12","4 072,54","0,00","14,94","325,93","544,10","204,53","2,00","538,00","98,00","73,00","159,00","174,00","20,00","14,00","132,00","20,00","204,53","4 836,11","23,00","809,06","4 631,58","4 027,05","6,00","3,00","5,00","Plzeňský kraj","NÝŘANY","Plzeň-sever",NA,NA
"Česká Čermná","3 686,92","3 379,96","2 569,26","81,10","2 123,96","432,92","935,89","6,00","475,00","62,00","64,00","173,00","154,00","14,00","8,00","98,00","13,00","3 505,15","7 399,12","11,00","1 588,24","3 893,98","5 810,88","7,00","6,00","3,00","Královéhradecký kraj","NÁCHOD","Náchod",NA,NA
"Česká Kamenice","91 925,60","44 817,27","0,00","1 164,64","10 605,05","4 648,45","43 750,75","5,00","5 557,00","843,00","847,00","1 802,00","1 680,00","196,00","189,00","1 315,00","446,00","43 750,75","94 381,11","174,00","-8 149,54","50 630,36","102 530,65","157,00","57,00","64,00","Ústecký kraj","DĚČÍN","Děčín",NA,NA
"Česká Kubice","21 920,83","25 456,80","300,00","21,45","39 485,11","12 649,37","437,64","6,00","838,00","101,00","137,00","311,00","256,00","15,00","18,00","241,00","42,00","737,64","38 865,26","79,00","-22 540,68","38 127,62","61 405,94","51,00","3,00","15,00","Plzeňský kraj","DOMAŽLICE","Domažlice",NA,NA
"Česká Lípa","658 164,63","433 131,14","19 458,48","35 016,99","133 017,12","63 330,43","228 828,64","17,00","37 878,00","4 305,00","5 777,00","12 500,00","12 681,00","1 389,00","1 226,00","9 021,00","2 380,00","248 287,12","779 765,69","764,00","-11 416,07","531 478,56","791 181,76","1 134,00","315,00","459,00","Liberecký kraj","ČESKÁ LÍPA","Česká Lípa","1,00","126,00"
"Česká Metuje","2 481,80","2 692,92","0,00","38,71","492,18","369,43","304,74","0,00","303,00","54,00","64,00","86,00","74,00","12,00","13,00","54,00","16,00","304,74","3 405,80","13,00","431,82","3 101,06","2 973,98","10,00","2,00","4,00","Královéhradecký kraj","NÁCHOD","Náchod",NA,NA
"Česká Rybná","2 794,32","3 079,06","100,00","2,84","264,95","381,37","188,08","1,00","394,00","66,00","59,00","128,00","117,00","10,00","14,00","94,00","12,00","288,08","3 751,38","9,00","692,12","3 463,27","3 059,26","14,00","5,00","2,00","Pardubický kraj","ŽAMBERK","Ústí nad Orlicí",NA,NA
"Česká Skalice","64 312,67","46 283,75","1 692,45","15 899,92","12 331,77","17 076,21","10 279,33","6,00","5 283,00","849,00","743,00","1 622,00","1 692,00","190,00","187,00","1 267,00","173,00","11 971,78","91 231,66","104,00","14 587,24","79 259,88","76 644,42","149,00","49,00","58,00","Královéhradecký kraj","NÁCHOD","Náchod",NA,NA
"Česká Třebová","202 340,19","151 210,07","74 575,99","40 927,50","181 516,46","16 194,40","72 267,29","10,00","16 032,00","2 687,00","2 255,00","4 973,00","4 883,00","641,00","593,00","3 190,00","1 148,00","146 843,28","355 175,25","186,00","-28 681,31","208 331,97","383 856,56","314,00","190,00","172,00","Pardubický kraj","ČESKÁ TŘEBOVÁ","Ústí nad Orlicí","3,00","150,00"
"Česká Ves","1","1","1","1","1","1","1","2","2","2","2","2","2","2","2","2","2","1","1","2","1","1","1","2","2","2","Olomoucký kraj","JESENÍK","Jeseník","2","2"
"České Budějovice","1 633 068,11","1 153 835,88","42 994,92","78 448,23","748 714,90","396 901,10","529 463,58","542,00","94 754,00","15 726,00","12 726,00","29 634,00","30 048,00","3 547,00","3 073,00","27 727,00","3 496,00","572 458,50","2 201 643,71","1 936,00","-180 139,30","1 629 185,21","2 381 783,01","2 259,00","924,00","1 136,00","Jihočeský kraj","ČESKÉ BUDĚJOVICE","České Budějovice","6,00","422,00"
"České Heřmanice","3 687,83","4 823,74","2 928,00","258,53","4 648,34","275,49","594,43","1,00","544,00","83,00","88,00","179,00","161,00","19,00","14,00","109,00","41,00","3 522,43","8 880,18","9,00","544,06","5 357,76","8 336,12","10,00","3,00","4,00","Pardubický kraj","VYSOKÉ MÝTO","Ústí nad Orlicí",NA,NA
"České Lhotice","1 316,36","1 140,50","0,00","0,00","2 613,22","335,15","315,32","0,00","101,00","25,00","14,00","30,00","24,00","3,00","5,00","21,00","3,00","315,32","1 790,98","4,00","-2 138,57","1 475,65","3 929,55","4,00","2,00","3,00","Pardubický kraj","CHRUDIM","Chrudim",NA,NA
"České Libchavy","5 529,21","33 122,64","11 823,12","0,00","46 300,04","1 676,55","421,52","3,00","593,00","60,00","136,00","190,00","177,00","15,00","15,00","119,00","26,00","12 244,64","47 043,81","20,00","-4 785,33","34 799,19","51 829,15","27,00","4,00","11,00","Pardubický kraj","ÚSTÍ NAD ORLICÍ","Ústí nad Orlicí",NA,NA
"České Meziříčí","15 848,19","15 038,76","2 064,00","1 300,08","7 365,98","2 569,12","1 413,08","9,00","1 802,00","221,00","346,00","543,00","567,00","66,00","59,00","370,00","96,00","3 477,08","22 385,04","55,00","-829,13","18 907,96","23 214,17","51,00","17,00","28,00","Královéhradecký kraj","DOBRUŠKA","Rychnov nad Kněžnou","1,00","19,00"
"České Petrovice","1 836,62","1 474,04","25,20","19,12","42,00","565,31","252,10","3,00","153,00","18,00","23,00","49,00","49,00","6,00","8,00","31,00","10,00","277,30","2 335,75","10,00","457,12","2 058,47","1 878,62","4,00","2,00","0,00","Pardubický kraj","ŽAMBERK","Ústí nad Orlicí",NA,NA
"České Velenice","35 423,46","30 527,66","18 854,45","3 450,01","35 993,56","18 274,86","4 450,05","1,00","3 526,00","468,00","517,00","1 227,00","1 099,00","112,00","103,00","799,00","153,00","23 304,50","75 557,03","87,00","4 140,01","52 252,53","71 417,02","111,00","34,00","36,00","Jihočeský kraj","TŘEBOŇ","Jindřichův Hradec",NA,NA
"Český Brod","123 891,09","72 106,40","3 437,58","164,64","35 040,85","3 604,96","78 452,83","17,00","6 822,00","1 094,00","1 099,00","2 107,00","2 059,00","249,00","214,00","1 867,00","349,00","81 890,41","157 766,41","190,00","-1 165,53","75 876,00","158 931,94","203,00","93,00","86,00","Středočeský kraj","ČESKÝ BROD","Kolín",NA,NA
"Český Dub","52 238,63","27 659,38","29 282,87","2 697,70","45 243,28","16 066,98","13 592,82","4,00","2 833,00","525,00","366,00","921,00","842,00","94,00","85,00","704,00","156,00","42 875,69","89 299,75","104,00","-8 182,16","46 424,06","97 481,91","85,00","52,00","23,00","Liberecký kraj","LIBEREC","Liberec","1,00","36,00"
"Český Jiřetín","2 393,33","2 615,87","0,00","180,42","1 529,50","146,21","127,06","1,00","76,00","13,00","15,00","15,00","21,00","6,00","6,00","38,00","5,00","127,06","3 069,56","8,00","-853,27","2 942,50","3 922,83","6,00","0,00","2,00","Ústecký kraj","LITVÍNOV","Most",NA,NA
"Český Krumlov","367 471,75","166 053,14","10 732,12","7 352,84","39 300,89","63 591,80","158 191,59","14,00","13 377,00","1 992,00","1 944,00","4 274,00","4 140,00","562,00","465,00","3 880,00","788,00","168 923,71","405 921,49","315,00","-851,15","236 997,78","406 772,64","472,00","122,00","144,00","Jihočeský kraj","ČESKÝ KRUMLOV","Český Krumlov","3,00","61,00"
"Český Rudolec","14 068,43","10 230,44","0,00","478,10","1 956,01","3 334,78","1 373,58","0,00","957,00","146,00","126,00","317,00","298,00","35,00","35,00","187,00","68,00","1 373,58","15 416,92","15,00","-607,52","14 043,32","16 024,44","17,00","7,00","11,00","Jihočeský kraj","DAČICE","Jindřichův Hradec",NA,NA
"Český Šternberk","3 707,42","1 535,10","0,00","171,20","1 250,57","318,83","1 462,25","1,00","150,00","37,00","16,00","52,00","33,00","5,00","7,00","61,00","4,00","1 462,25","3 487,38","8,00","-1 470,61","2 025,13","4 957,99","6,00","2,00","2,00","Středočeský kraj","BENEŠOV","Benešov",NA,NA
"Český Těšín","407 162,03","247 743,80","140 834,38","18 441,82","331 406,11","45 008,54","123 860,47","32,00","25 445,00","3 429,00","3 739,00","8 386,00","8 285,00","868,00","738,00","5 045,00","1 738,00","264 694,85","575 889,01","432,00","-162 679,13","311 194,16","738 568,14","522,00","257,00","293,00","Moravskoslezský kraj","ČESKÝ TĚŠÍN","Karviná",NA,NA
"Češov","3 236,79","2 494,28","0,00","38,94","155,81","236,12","466,98","1,00","203,00","43,00","23,00","60,00","61,00","8,00","8,00","34,00","15,00","466,98","3 236,32","26,00","-156,28","2 769,34","3 392,60","1,00","4,00","3,00","Královéhradecký kraj","JIČÍN","Jičín",NA,NA
"Čestice","4 245,72","3 968,66","0,00","50,77","433,34","1 454,80","559,43","0,00","575,00","79,00","104,00","174,00","182,00","21,00","15,00","98,00","13,00","559,43","6 033,66","18,00","1 354,60","5 474,23","4 679,06","5,00","5,00","2,00","Královéhradecký kraj","KOSTELEC NAD ORLICÍ","Rychnov nad Kněžnou",NA,NA
"Čestice","9 939,46","8 110,48","6 046,00","0,00","7 709,81","1 293,44","2 208,13","3,00","928,00","161,00","129,00","301,00","263,00","36,00","38,00","207,00","39,00","8 254,13","17 658,05","16,00","8,78","9 403,92","17 649,27","8,00","11,00","4,00","Jihočeský kraj","STRAKONICE","Strakonice",NA,NA
"Čestín","4 779,44","5 302,26","0,00","85,00","1 055,27","1 243,64","807,28","1,00","432,00","99,00","46,00","147,00","109,00","16,00","15,00","97,00","26,00","807,28","7 438,18","11,00","1 603,47","6 630,90","5 834,71","12,00","6,00","1,00","Středočeský kraj","KUTNÁ HORA","Kutná Hora",NA,NA
"Čestlice","22 804,76","17 433,52","0,00","7 389,36","6 929,44","15 141,14","521,01","10,00","587,00","79,00","88,00","191,00","185,00","22,00","22,00","240,00","10,00","521,01","40 485,03","40,00","10 750,83","39 964,02","29 734,20","43,00","6,00","6,00","Středočeský kraj","ŘÍČANY","Praha-východ",NA,NA
"Cetechovice","2 396,32","1 985,16","0,00","14,61","0,00","278,51","686,46","0,00","204,00","57,00","26,00","62,00","50,00","6,00","3,00","33,00","12,00","686,46","2 964,74","10,00","568,42","2 278,28","2 396,32","2,00","8,00","1,00","Zlínský kraj","KROMĚŘÍŽ","Kroměříž",NA,NA
"Cetenov","988,78","1 192,50","0,00","0,08","250,00","868,94","3 540,96","0,00","117,00","24,00","19,00","34,00","30,00","7,00","3,00","28,00","3,00","3 540,96","5 602,48","8,00","4 363,70","2 061,52","1 238,78","4,00","2,00","4,00","Liberecký kraj","LIBEREC","Liberec",NA,NA
"Cetkovice","6 286,51","6 137,14","748,80","18,85","4 459,53","1 201,69","1 237,13","1,00","757,00","99,00","129,00","240,00","244,00","23,00","22,00","122,00","43,00","1 985,93","9 343,61","23,00","-1 402,43","7 357,68","10 746,04","7,00","11,00","8,00","Jihomoravský kraj","BOSKOVICE","Blansko",NA,NA
"Cetoraz","3 250,11","2 837,84","31 311,00","734,76","32 311,21","2 183,43","307,69","0,00","309,00","52,00","42,00","97,00","89,00","14,00","15,00","69,00","23,00","31 618,69","37 374,72","24,00","1 813,40","5 756,03","35 561,32","0,00","2,00","2,00","Vysočina","PACOV","Pelhřimov",NA,NA
"Cetyně","1 462,24","1 166,34","0,00","47,76","165,39","395,11","289,78","0,00","152,00","22,00","14,00","60,00","41,00","10,00","5,00","25,00","12,00","289,78","1 898,99","0,00","271,36","1 609,21","1 627,63","1,00","1,00","0,00","Středočeský kraj","PŘÍBRAM","Příbram",NA,NA
"Chabařovice","33 351,92","24 071,45","0,00","9 249,37","9 725,96","2 969,50","3 739,37","10,00","2 618,00","351,00","459,00","832,00","809,00","75,00","92,00","519,00","185,00","3 739,37","40 029,69","135,00","-3 048,19","36 290,32","43 077,88","86,00","30,00","32,00","Ústecký kraj","ÚSTÍ NAD LABEM","Ústí nad Labem",NA,NA
"Chabeřice","2 753,57","2 378,91","0,00","4,98","37,36","664,09","952,43","0,00","243,00","53,00","29,00","80,00","67,00","5,00","9,00","43,00","11,00","952,43","4 000,41","7,00","1 209,48","3 047,98","2 790,93","0,00","1,00","1,00","Středočeský kraj","KUTNÁ HORA","Kutná Hora",NA,NA
"Chaloupky","5 031,41","3 813,78","156,72","193,80","424,10","753,19","285,40","6,00","474,00","83,00","80,00","140,00","139,00","17,00","15,00","103,00","18,00","442,12","5 202,89","18,00","-252,62","4 760,77","5 455,51","8,00","4,00","5,00","Středočeský kraj","HOŘOVICE","Beroun",NA,NA
"Chanovice","11 870,69","7 693,12","962,42","16,40","2 697,19","3 549,51","1 991,22","2,00","754,00","119,00","87,00","265,00","229,00","27,00","27,00","161,00","36,00","2 953,64","14 212,67","15,00","-355,21","11 259,03","14 567,88","21,00","6,00","8,00","Plzeňský kraj","HORAŽĎOVICE","Klatovy",NA,NA
"Chářovice","1 052,17","1 454,34","0,00","0,00","519,90","32,13","124,45","2,00","180,00","21,00","34,00","50,00","59,00","9,00","7,00","23,00","6,00","124,45","1 610,92","7,00","38,85","1 486,47","1 572,07","4,00","3,00","4,00","Středočeský kraj","BENEŠOV","Benešov",NA,NA
"Charvatce","1 466,14","1 828,04","34 973,22","20,40","3 368,00","6 761,32","1 833,60","2,00","223,00","43,00","37,00","60,00","63,00","12,00","8,00","38,00","7,00","36 806,82","45 416,58","2,00","40 582,44","8 609,76","4 834,14","6,00","4,00","7,00","Středočeský kraj","MLADÁ BOLESLAV","Mladá Boleslav",NA,NA
"Charváty","5 561,18","6 928,24","181,00","37,23","1 408,37","913,79","410,35","4,00","856,00","108,00","149,00","286,00","263,00","25,00","25,00","143,00","47,00","591,35","8 470,61","27,00","1 501,06","7 879,26","6 969,55","19,00","9,00","11,00","Olomoucký kraj","OLOMOUC","Olomouc",NA,NA
"Chbany","10 336,08","7 683,19","289,16","248,51","1 948,55","2 183,57","2 014,43","1,00","621,00","60,00","102,00","220,00","208,00","13,00","18,00","103,00","44,00","2 303,59","12 418,86","19,00","134,23","10 115,27","12 284,63","11,00","7,00","8,00","Ústecký kraj","KADAŇ","Chomutov",NA,NA
"Cheb","678 685,78","375 351,21","132 648,55","78 162,30","245 393,26","148 703,85","206 352,69","52,00","34 530,00","4 550,00","5 362,00","11 380,00","10 956,00","1 213,00","1 069,00","11 090,00","2 251,00","339 001,24","941 218,60","821,00","17 139,56","602 217,36","924 079,04","1 003,00","313,00","399,00","Karlovarský kraj","CHEB","Cheb","3,00","115,00"
"Chelčice","4 361,69","3 522,26","1 889,95","0,00","3 283,90","2 682,02","533,10","1,00","426,00","31,00","63,00","148,00","163,00","13,00","8,00","133,00","19,00","2 423,05","8 627,33","39,00","981,74","6 204,28","7 645,59","31,00","3,00","4,00","Jihočeský kraj","VODŇANY","Strakonice",NA,NA
"Cheznovice","6 676,23","5 633,73","0,00","0,00","22,21","1 651,48","636,04","2,00","765,00","136,00","109,00","244,00","223,00","26,00","27,00","167,00","26,00","636,04","7 921,25","29,00","1 222,81","7 285,21","6 698,44","13,00","8,00","6,00","Plzeňský kraj","ROKYCANY","Rokycany",NA,NA
"Chlebičov","19 413,94","19 260,99","3 400,00","5 943,00","8 504,65","3 139,56","705,76","3,00","1 105,00","171,00","161,00","361,00","360,00","30,00","22,00","185,00","71,00","4 105,76","32 449,31","18,00","4 530,72","28 343,55","27 918,59","8,00","10,00","11,00","Moravskoslezský kraj","OPAVA","Opava",NA,NA
"Chleby","560,36","568,64","0,00","544,34","0,00","38,40","84,67","0,00","59,00","12,00","5,00","18,00","20,00","2,00","2,00","16,00","4,00","84,67","1 236,05","2,00","675,69","1 151,38","560,36","3,00","0,00","1,00","Středočeský kraj","BENEŠOV","Benešov",NA,NA
"Chleny","2 031,73","2 065,88","72,40","9,18","1 839,96","368,95","259,69","0,00","227,00","34,00","43,00","65,00","64,00","9,00","12,00","47,00","7,00","332,09","2 776,10","1,00","-1 095,59","2 444,01","3 871,69","11,00","3,00","4,00","Královéhradecký kraj","KOSTELEC NAD ORLICÍ","Rychnov nad Kněžnou",NA,NA
"Chlístov","2 440,40","2 356,41","0,00","40,00","0,00","122,71","180,93","0,00","310,00","29,00","64,00","92,00","99,00","11,00","15,00","90,00","3,00","180,93","2 700,05","9,00","259,65","2 519,12","2 440,40","10,00","3,00","6,00","Středočeský kraj","BENEŠOV","Benešov",NA,NA
"Chlístov","1 393,59","1 742,44","159,09","100,71","384,39","266,92","297,57","2,00","249,00","44,00","35,00","74,00","71,00","13,00","12,00","41,00","16,00","456,66","2 566,73","4,00","788,75","2 110,07","1 777,98","0,00","0,00","4,00","Vysočina","TŘEBÍČ","Třebíč",NA,NA
"Chlístov","1 333,31","717,40","0,00","0,00","0,00","83,54","346,84","0,00","81,00","12,00","6,00","34,00","23,00","2,00","4,00","14,00","5,00","346,84","1 147,78","0,00","-185,53","800,94","1 333,31","2,00","0,00","0,00","Královéhradecký kraj","DOBRUŠKA","Rychnov nad Kněžnou",NA,NA
"Chlistov","3 170,37","1 072,20","0,00","206,35","60,00","212,35","1 946,94","0,00","113,00","27,00","17,00","33,00","30,00","3,00","3,00","31,00","4,00","1 946,94","3 437,84","4,00","207,47","1 490,90","3 230,37","0,00","0,00","3,00","Plzeňský kraj","KLATOVY","Klatovy",NA,NA
"Chlístovice","8 010,24","7 235,51","9 449,68","204,53","10 895,46","1 008,08","4 261,15","2,00","710,00","112,00","89,00","248,00","205,00","28,00","28,00","153,00","65,00","13 710,83","22 158,95","20,00","3 253,25","8 448,12","18 905,70","28,00","5,00","6,00","Středočeský kraj","KUTNÁ HORA","Kutná Hora",NA,NA
"Chlum","1 212,06","886,23","76,00","0,00","147,54","52,12","423,63","0,00","52,00","14,00","8,00","15,00","12,00","1,00","2,00","15,00","2,00","499,63","1 437,98","0,00","78,38","938,35","1 359,60","0,00","1,00","1,00","Plzeňský kraj","ROKYCANY","Rokycany",NA,NA
"Chlum","1 058,48","1 140,88","0,00","10,00","60,47","497,70","113,60","0,00","138,00","29,00","14,00","48,00","33,00","7,00","7,00","21,00","5,00","113,60","1 762,18","2,00","643,23","1 648,58","1 118,95","2,00","1,00","0,00","Středočeský kraj","VLAŠIM","Benešov",NA,NA
"Chlum","5 094,42","3 440,35","237,03","66,43","14,94","1 084,66","740,37","0,00","278,00","35,00","49,00","87,00","84,00","11,00","12,00","57,00","40,00","977,40","5 568,84","5,00","459,48","4 591,44","5 109,36","4,00","3,00","2,00","Liberecký kraj","ČESKÁ LÍPA","Česká Lípa",NA,NA
