"obce","Běžné výdaje","Daňové příjmy","Investiční přijaté dotace","Kapitálové příjmy","Kapitálové výdaje","Nedaňové příjmy","Neinvestiční přijaté dotace","Počet bytových domácností","Počet bytových domácností vybavených počítačem a připojením na internet","Počet dokončených bytů","Počet domů","Počet ekonomicky aktivních osob","Počet obydlených domů","Počet obyvatel","Počet obyvatel bez vzdělání","Počet obyvatel dle Sčítání lidu 2011","Počet obyvatel nad 65 let","Počet obyvatel s německou národností","Počet obyvatel s polskou národností","Počet obyvatel s romskou národností","Počet obyvatel s ukrajinskou národností","Počet obyvatel s vietnamskou národností","Počet obyvatel s vysokoškolským vzděláním","Počet obyvatel se slovenskou národností","Počet obyvatel se středoškolským vzděláním bez maturity","Počet obyvatel se středoškolským vzděláním s maturitou","Počet obyvatel se základním vzděláním","Počet obyvatel ve věku 0 až 14 let","Počet obyvatel ve věku 15-59 muži","Počet obyvatel ve věku 15-59 ženy","Počet obyvatel ve věku 60-64 let ženy","Počet obyvatel ve věku 60-64 muži","Počet obyvatel, kteří neuvedli vzdělání","Počet osob dojíždějících za prací do obce","Počet osob vyjíždějících z obce za prací","Počet osob zaměstnaných v průmyslu","Počet osob zaměstnaných v zemědělství","Počet osob zaměstnaných ve službách","Počet osob zaměstnaných ve stavebnictví","Počet podnikatelských subjektů celkem","Počet rodinných domů","Počet uchazečů o zaměstnání","Počet zaměstnaných osob","Přijaté dotace","Příjmy","Přistěhovalí celkem","Saldo příjmů a výdajů","Vlastní příjmy","Výdaje celkem","Vystěhovalí celkem","Zemřelí celkem","Živě narození celkem","kraj","orp","okres"
"Loukov","1 765,41","1 879,49","0,00","0,00","640,48","182,44","115,54","72,00","31,00","2,00","85,00","97,00","58,00","152,00","0,00","178,00","30,00","0,00","0,00","0,00","0,00","0,00","6,00","2,00","66,00","44,00","31,00","17,00","40,00","54,00","4,00","7,00","3,00","108,00","36,00","22,00","4,00","42,00","8,00","45,00","54,00","12,00","84,00","115,54","2 177,47","2,00","-228,39","2 061,93","2 405,86","10,00","1,00","2,00","Středočeský kraj","MNICHOVO HRADIŠTĚ","Mladá Boleslav"
"Loukovec","2 750,39","2 449,08","2 212,35","104,42","4 878,50","96,23","935,78","100,00","48,00","0,00","107,00","121,00","73,00","262,00","0,00","250,00","50,00","0,00","0,00","0,00","2,00","0,00","10,00","3,00","80,00","65,00","47,00","40,00","74,00","83,00","7,00","8,00","7,00","45,00","41,00","30,00","15,00","51,00","5,00","74,00","67,00","5,00","113,00","3 148,13","5 797,84","6,00","-1 831,02","2 649,73","7 628,86","15,00","2,00","2,00","Středočeský kraj","MNICHOVO HRADIŠTĚ","Mladá Boleslav"
"Loukovice","1 008,73","1 012,92","111,00","98,63","399,49","144,59","70,70","40,00","22,00","0,00","51,00","55,00","36,00","111,00","0,00","109,00","18,00","0,00","0,00","0,00","0,00","0,00","3,00","0,00","43,00","24,00","22,00","13,00","29,00","41,00","5,00","5,00","4,00","7,00","25,00","20,00","9,00","12,00","3,00","26,00","36,00","4,00","48,00","181,70","1 437,84","2,00","29,63","1 256,14","1 408,22","2,00","2,00","2,00","Vysočina","TŘEBÍČ","Třebíč"
"Louňová","659,84","797,54","0,00","10,76","0,00","73,20","60,40","28,00","9,00","0,00","60,00","23,00","26,00","62,00","0,00","64,00","11,00","0,00","0,00","0,00","0,00","0,00","3,00","0,00","28,00","10,00","13,00","6,00","15,00","18,00","5,00","7,00","2,00",NA,"10,00","6,00","1,00","8,00","1,00","13,00","26,00","2,00","20,00","60,40","941,90","1,00","282,08","881,50","659,83","1,00","2,00","1,00","Plzeňský kraj","BLOVICE","Plzeň-jih"
"Louňovice","11 774,47","9 218,55","0,00","1 026,71","2 702,73","1 131,84","188,91","322,00","215,00","22,00","332,00","480,00","302,00","922,00","2,00","950,00","89,00","2,00","2,00","0,00","6,00","0,00","163,00","7,00","207,00","237,00","72,00","198,00","281,00","273,00","33,00","48,00","35,00","13,00","181,00","56,00","12,00","284,00","34,00","280,00","297,00","22,00","440,00","188,91","11 566,01","60,00","-2 911,16","11 377,10","14 477,16","15,00","8,00","10,00","Středočeský kraj","ŘÍČANY","Praha-východ"
"Louňovice pod Blaníkem","9 521,85","5 999,82","628,66","0,00","2 333,93","2 152,10","907,65","231,00","132,00","1,00","284,00","330,00","195,00","656,00","3,00","643,00","114,00","0,00","0,00","0,00","3,00","0,00","46,00","2,00","229,00","155,00","99,00","67,00","207,00","214,00","23,00","31,00","17,00","36,00","125,00","72,00","37,00","147,00","21,00","167,00","183,00","18,00","313,00","1 536,31","9 688,21","1,00","-2 167,55","8 151,92","11 855,76","11,00","6,00","4,00","Středočeský kraj","VLAŠIM","Benešov"
"Louny","379 495,68","185 118,22","5 314,69","13 740,77","32 735,46","35 484,79","153 087,77","7 833,00","3 967,00","22,00","2 321,00","9 131,00","2 079,00","18 627,00","79,00","18 121,00","2 802,00","17,00","13,00","4,00","73,00","79,00","1 772,00","246,00","4 825,00","4 705,00","2 794,00","2 776,00","5 948,00","5 719,00","734,00","648,00","712,00","2 467,00","1 652,00","2 095,00","136,00","4 497,00","412,00","4 401,00","1 462,00","1 123,00","8 102,00","158 402,46","392 746,23","537,00","-19 484,80","234 343,78","412 231,04","524,00","205,00","199,00","Ústecký kraj","LOUNY","Louny"
"Loužnice","1 756,63","1 810,99","0,00","14,34","16,00","211,04","60,10","77,00","36,00","0,00","86,00","94,00","62,00","217,00","1,00","212,00","36,00","0,00","0,00","0,00","2,00","0,00","14,00","0,00","72,00","55,00","20,00","38,00","52,00","70,00","13,00","8,00","4,00","6,00","20,00","33,00","1,00","34,00","3,00","72,00","59,00","17,00","84,00","60,10","2 096,47","4,00","323,85","2 036,37","1 772,62","3,00","2,00","2,00","Liberecký kraj","ŽELEZNÝ BROD","Jablonec n.Nisou"
"Lovčice","6 557,61","7 223,25","1 578,00","397,29","895,96","1 224,47","411,53","282,00","120,00","0,00","350,00","361,00","264,00","787,00","3,00","785,00","150,00","0,00","0,00","0,00","0,00","0,00","41,00","1,00","265,00","135,00","183,00","129,00","226,00","233,00","26,00","23,00","10,00","14,00","97,00","98,00","19,00","119,00","31,00","163,00","261,00","63,00","308,00","1 989,53","10 834,50","16,00","3 380,95","8 845,01","7 453,55","7,00","16,00","7,00","Jihomoravský kraj","KYJOV","Hodonín"
"Lovčice","7 276,39","5 900,53","261,31","148,30","1 239,20","632,28","814,41","249,00","127,00","2,00","243,00","314,00","188,00","667,00","0,00","661,00","105,00","1,00","0,00","0,00","1,00","0,00","23,00","10,00","247,00","123,00","151,00","94,00","195,00","207,00","39,00","27,00","9,00","32,00","115,00","95,00","31,00","113,00","27,00","117,00","182,00","38,00","277,00","1 075,72","7 756,81","15,00","-758,76","6 681,11","8 515,57","17,00","8,00","7,00","Královéhradecký kraj","HRADEC KRÁLOVÉ","Hradec Králové"
"Lovčičky","5 869,99","4 520,35","150,00","4 862,83","3 766,27","965,08","461,17","215,00","114,00","3,00","253,00","281,00","202,00","580,00","1,00","586,00","96,00","0,00","0,00","0,00","2,00","1,00","30,00","1,00","190,00","143,00","96,00","90,00","171,00","187,00","19,00","17,00","16,00","7,00","123,00","56,00","10,00","131,00","33,00","118,00","200,00","24,00","264,00","611,17","10 959,42","16,00","1 323,21","10 348,26","9 636,21","12,00","8,00","6,00","Jihomoravský kraj","SLAVKOV U BRNA","Vyškov"
"Lovčovice","727,19","998,36","0,00","0,00","631,29","1 944,47","182,40","15,00","5,00","0,00","19,00","28,00","13,00","59,00","0,00","56,00","6,00","0,00","0,00","0,00","0,00","0,00","7,00","0,00","18,00","8,00","7,00","16,00","16,00","17,00","3,00","1,00","1,00","0,00","15,00","9,00","12,00","6,00","0,00","19,00","13,00","2,00","27,00","182,40","3 125,24","0,00","1 766,78","2 942,83","1 358,46","0,00","0,00","2,00","Vysočina","MORAVSKÉ BUDĚJOVICE","Třebíč"
"Lovečkovice","6 011,39","5 152,97","184,00","128,54","842,41","936,11","471,25","180,00","72,00","1,00","183,00","218,00","130,00","513,00","2,00","477,00","64,00","0,00","0,00","0,00","0,00","0,00","22,00","9,00","159,00","79,00","114,00","83,00","141,00","160,00","34,00","31,00","20,00","8,00","48,00","38,00","10,00","75,00","18,00","107,00","110,00","43,00","170,00","655,25","6 872,85","22,00","19,11","6 217,62","6 853,74","16,00","6,00","5,00","Ústecký kraj","LITOMĚŘICE","Litoměřice"
"Lovosice","221 647,69","92 910,65","30 380,29","9 751,81","19 318,73","24 599,26","108 562,35","3 689,00","1 655,00","10,00","916,00","3 943,00","859,00","8 785,00","42,00","8 623,00","1 598,00","10,00","15,00","0,00","20,00","24,00","595,00","78,00","2 638,00","1 835,00","1 529,00","1 261,00","2 598,00","2 677,00","355,00","296,00","459,00","1 827,00","778,00","1 064,00","39,00","1 622,00","214,00","1 891,00","494,00","467,00","3 550,00","138 942,64","266 204,34","199,00","25 238,01","127 261,72","240 966,32","230,00","103,00","105,00","Ústecký kraj","LOVOSICE","Litoměřice"
"Loza","2 380,60","1 919,13","60,00","4,41","2 160,16","418,88","76,00","103,00","54,00","0,00","88,00","139,00","77,00","266,00","0,00","259,00","39,00","0,00","1,00","0,00","0,00","0,00","23,00","2,00","99,00","60,00","29,00","36,00","82,00","93,00","9,00","7,00","7,00","11,00","51,00","43,00","2,00","66,00","7,00","58,00","75,00","7,00","133,00","136,00","2 478,42","0,00","-2 062,35","2 342,42","4 540,76","2,00","2,00","2,00","Plzeňský kraj","KRALOVICE","Plzeň-sever"
"Lozice","1 583,50","1 490,22","100,00","1,32","296,40","152,43","232,75","52,00","20,00","0,00","65,00","68,00","42,00","158,00","0,00","145,00","18,00","0,00","0,00","0,00","0,00","0,00","6,00","0,00","62,00","20,00","20,00","30,00","45,00","54,00","7,00","4,00","8,00","22,00","19,00","13,00","7,00","26,00","8,00","30,00","41,00","9,00","63,00","332,75","1 976,71","17,00","96,83","1 643,97","1 879,88","3,00","2,00","1,00","Pardubický kraj","CHRUDIM","Chrudim"
"Lštění","4 119,48","3 694,35","0,00","0,00","0,00","317,87","57,98","143,00","78,00","3,00","179,00","193,00","122,00","383,00","0,00","408,00","76,00","0,00","0,00","0,00","0,00","0,00","54,00","4,00","97,00","115,00","46,00","63,00","100,00","109,00","19,00","16,00","14,00","7,00","81,00","21,00","6,00","124,00","9,00","90,00","117,00","11,00","176,00","57,98","4 070,22","24,00","-49,23","4 012,22","4 119,45","13,00","4,00","6,00","Středočeský kraj","BENEŠOV","Benešov"
"Lubě","1 090,16","895,90","0,00","0,00","182,93","216,16","335,71","40,00","18,00","0,00","45,00","43,00","33,00","99,00","0,00","98,00","23,00","0,00","0,00","0,00","0,00","0,00","8,00","0,00","28,00","24,00","20,00","16,00","24,00","31,00","3,00","2,00","1,00",NA,"21,00","8,00","2,00","28,00","0,00","17,00","33,00","5,00","40,00","335,71","1 447,77","3,00","174,71","1 112,06","1 273,06","3,00","3,00","0,00","Jihomoravský kraj","BLANSKO","Blansko"
"Lubenec","22 216,35","14 641,04","9 014,22","1 643,90","18 693,66","11 820,19","1 438,79","564,00","243,00","2,00","414,00","702,00","334,00","1 493,00","8,00","1 590,00","274,00","9,00","1,00","0,00","2,00","0,00","59,00","31,00","546,00","289,00","375,00","207,00","431,00","465,00","59,00","57,00","62,00","117,00","193,00","205,00","33,00","249,00","32,00","261,00","292,00","107,00","618,00","10 453,01","38 558,11","52,00","-2 351,79","28 105,13","40 909,90","49,00","15,00","14,00","Ústecký kraj","PODBOŘANY","Louny"
"Luběnice","2 540,77","3 269,09","387,00","0,00","1 163,00","345,00","223,09","169,00","93,00","1,00","148,00","208,00","132,00","444,00","2,00","436,00","80,00","0,00","0,00","0,00","1,00","0,00","33,00","1,00","153,00","102,00","62,00","58,00","113,00","157,00","20,00","16,00","10,00","10,00","98,00","72,00","4,00","88,00","16,00","79,00","131,00","18,00","191,00","610,09","4 224,17","14,00","520,44","3 614,09","3 703,73","10,00","4,00","5,00","Olomoucký kraj","OLOMOUC","Olomouc"
"Lubná","9 998,75","8 320,03","100,00","110,61","2 775,62","1 517,06","1 872,60","346,00","174,00","1,00","352,00","440,00","280,00","1 015,00","1,00","1 007,00","161,00","0,00","0,00","0,00","0,00","0,00","55,00","3,00","343,00","191,00","201,00","164,00","293,00","325,00","34,00","38,00","18,00","14,00","220,00","112,00","62,00","164,00","56,00","207,00","273,00","30,00","409,00","1 972,60","11 920,28","21,00","-854,03","9 947,70","12 774,31","16,00","7,00","4,00","Pardubický kraj","LITOMYŠL","Svitavy"
"Lubná","2 508,56","3 381,62","6 314,65","1,42","7 693,42","403,66","135,45","156,00","85,00","0,00","189,00","214,00","147,00","472,00","3,00","460,00","80,00","0,00","0,00","0,00","1,00","0,00","28,00","1,00","163,00","97,00","67,00","90,00","135,00","147,00","12,00","8,00","6,00","6,00","100,00","65,00","13,00","81,00","21,00","79,00","142,00","21,00","192,00","6 450,10","10 236,79","11,00","34,85","3 786,70","10 201,95","9,00","3,00","7,00","Zlínský kraj","KROMĚŘÍŽ","Kroměříž"
"Lubná","10 881,28","10 266,49","0,00","71,88","1 292,85","553,78","4 117,52","352,00","194,00","3,00","299,00","507,00","265,00","1 065,00","5,00","1 038,00","103,00","1,00","1,00","0,00","1,00","12,00","82,00","2,00","294,00","199,00","157,00","170,00","359,00","375,00","31,00","27,00","90,00","233,00","224,00","144,00","8,00","245,00","45,00","270,00","252,00","35,00","471,00","4 117,52","15 009,66","89,00","2 835,51","10 892,15","12 174,15","85,00","7,00","12,00","Středočeský kraj","RAKOVNÍK","Rakovník"
"Lubné","1","1","1","1","1","1","1","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2",NA,"2","2","2","2","2","2","2","2","2","1","1","2","1","1","1","2","2","2","Vysočina","VELKÉ MEZIŘÍČÍ","Žďár nad Sázavou"
"Lubnice","2 904,43","1 196,42","0,00","0,00","0,00","126,80","1 484,39","27,00","10,00","0,00","45,00","29,00","22,00","69,00","0,00","65,00","15,00","0,00","0,00","0,00","0,00","0,00","6,00","0,00","21,00","10,00","19,00","9,00","19,00","20,00","3,00","3,00","0,00","14,00","9,00","5,00","6,00","9,00","1,00","12,00","20,00","4,00","24,00","1 484,39","2 807,61","2,00","-96,81","1 323,22","2 904,42","0,00","1,00","1,00","Jihomoravský kraj","ZNOJMO","Znojmo"
"Lubník","3 498,85","2 342,59","132,36","526,17","317,39","674,13","433,69","115,00","65,00","1,00","104,00","180,00","90,00","324,00","0,00","323,00","30,00","2,00","0,00","0,00","1,00","0,00","13,00","6,00","111,00","73,00","57,00","53,00","97,00","125,00","10,00","9,00","7,00",NA,"87,00","86,00","24,00","37,00","14,00","59,00","87,00","12,00","169,00","566,05","4 108,94","1,00","292,73","3 542,89","3 816,21","4,00","1,00","4,00","Pardubický kraj","LANŠKROUN","Ústí nad Orlicí"
"Luboměř","3 839,21","2 764,89","1 991,56","1,38","415,41","329,52","343,89","135,00","61,00","0,00","154,00","191,00","114,00","376,00","1,00","364,00","56,00","0,00","0,00","0,00","0,00","0,00","25,00","2,00","140,00","77,00","70,00","39,00","119,00","144,00","11,00","7,00","8,00","5,00","69,00","58,00","20,00","56,00","6,00","54,00","110,00","20,00","168,00","2 335,45","5 431,23","2,00","1 176,67","3 095,79","4 254,56","8,00","2,00","4,00","Moravskoslezský kraj","ODRY","Nový Jičín"
"Luby","23 118,37","19 724,09","18 715,62","87,74","18 498,13","3 918,73","6 020,24","883,00","371,00","1,00","504,00","1 009,00","425,00","2 265,00","32,00","2 197,00","332,00","69,00","2,00","0,00","9,00","6,00","49,00","85,00","730,00","377,00","520,00","321,00","695,00","726,00","98,00","93,00","132,00","23,00","230,00","383,00","17,00","313,00","27,00","528,00","365,00","113,00","885,00","24 735,86","48 466,42","48,00","6 849,99","23 730,56","41 616,43","103,00","33,00","27,00","Karlovarský kraj","CHEB","Cheb"
"Lučany nad Nisou","20 146,68","14 561,63","431,10","4 706,15","2 808,53","5 271,40","758,75","624,00","306,00","6,00","589,00","804,00","442,00","1 750,00","50,00","1 716,00","244,00","25,00","5,00","1,00","10,00","0,00","107,00","23,00","535,00","374,00","296,00","247,00","533,00","601,00","60,00","65,00","67,00","107,00","226,00","209,00","8,00","346,00","51,00","472,00","396,00","68,00","725,00","1 189,85","25 729,01","43,00","2 773,91","24 539,18","22 955,11","52,00","17,00","14,00","Liberecký kraj","JABLONEC NAD NISOU","Jablonec n.Nisou"
"Lučice","5 804,54","4 866,02","329,30","84,74","596,58","716,75","259,79","226,00","104,00","1,00","243,00","306,00","197,00","632,00","0,00","632,00","104,00","0,00","0,00","0,00","0,00","0,00","48,00","2,00","210,00","153,00","89,00","103,00","175,00","205,00","23,00","22,00","9,00","7,00","129,00","76,00","17,00","133,00","25,00","120,00","194,00","26,00","283,00","589,09","6 256,58","21,00","-144,54","5 667,51","6 401,13","16,00","9,00","4,00","Vysočina","HAVLÍČKŮV BROD","Havlíčkův Brod"
"Lučina","9 233,42","9 205,40","1 095,32","0,00","1 523,15","1 110,46","863,20","431,00","239,00","12,00","398,00","560,00","355,00","1 239,00","9,00","1 188,00","184,00","0,00","3,00","0,00","0,00","0,00","107,00","15,00","384,00","274,00","178,00","163,00","380,00","404,00","48,00","60,00","38,00","64,00","189,00","166,00","9,00","223,00","54,00","294,00","346,00","58,00","505,00","1 958,52","12 274,39","49,00","1 517,85","10 315,86","10 756,54","30,00","16,00","8,00","Moravskoslezský kraj","FRÝDEK-MÍSTEK","Frýdek-Místek"
"Ludgeřovice","35 428,65","34 568,33","1 634,33","66,57","890,37","3 477,57","5 914,12","1 691,00","966,00","19,00","1 351,00","2 291,00","1 264,00","4 722,00","17,00","4 650,00","865,00","16,00","5,00","0,00","1,00","2,00","437,00","43,00","1 473,00","1 014,00","796,00","660,00","1 395,00","1 487,00","168,00","147,00","126,00","183,00","829,00","518,00","18,00","1 109,00","194,00","981,00","1 244,00","179,00","2 075,00","7 548,45","45 660,88","106,00","9 341,98","38 112,47","36 318,90","67,00","52,00","46,00","Moravskoslezský kraj","HLUČÍN","Opava"
"Ludíkov","2 280,24","2 183,70","0,00","15,26","33,39","76,22","597,96","98,00","54,00","0,00","104,00","152,00","83,00","312,00","0,00","307,00","40,00","0,00","0,00","0,00","0,00","0,00","21,00","2,00","108,00","50,00","52,00","55,00","93,00","103,00","9,00","12,00","4,00",NA,"77,00","49,00","17,00","55,00","9,00","46,00","82,00","17,00","131,00","597,96","2 873,14","6,00","559,54","2 275,18","2 313,60","4,00","2,00","2,00","Jihomoravský kraj","BOSKOVICE","Blansko"
"Ludkovice","5 327,85","5 439,90","2 763,76","32,39","5 993,70","429,65","443,93","215,00","105,00","0,00","229,00","328,00","189,00","705,00","9,00","687,00","112,00","0,00","0,00","0,00","0,00","0,00","40,00","4,00","225,00","120,00","150,00","109,00","202,00","243,00","15,00","24,00","18,00","26,00","119,00","116,00","10,00","126,00","26,00","132,00","184,00","24,00","310,00","3 207,69","9 109,61","15,00","-2 211,91","5 901,94","11 321,52","8,00","9,00","5,00","Zlínský kraj","LUHAČOVICE","Zlín"
"Ludmírov","4 345,24","4 743,24","860,03","135,88","1 438,87","388,65","226,79","188,00","78,00","0,00","248,00","257,00","150,00","575,00","3,00","537,00","91,00","0,00","0,00","0,00","0,00","0,00","21,00","0,00","200,00","91,00","118,00","77,00","170,00","197,00","21,00","19,00","19,00","12,00","63,00","48,00","34,00","69,00","26,00","104,00","143,00","46,00","208,00","1 086,82","6 354,59","24,00","570,52","5 267,77","5 784,06","11,00","10,00","2,00","Olomoucký kraj","KONICE","Prostějov"
"Ludslavice","4 377,95","3 944,73","651,00","0,00","2 500,00","125,36","642,69","179,00","87,00","2,00","151,00","239,00","135,00","479,00","0,00","462,00","81,00","0,00","0,00","0,00","2,00","0,00","29,00","3,00","189,00","81,00","83,00","67,00","142,00","157,00","16,00","16,00","12,00","20,00","91,00","89,00","19,00","65,00","10,00","112,00","130,00","26,00","213,00","1 293,69","5 363,78","10,00","-1 514,13","4 070,09","6 877,91","6,00","4,00","3,00","Zlínský kraj","HOLEŠOV","Kroměříž"
"Ludvíkov","3 436,51","3 419,14","1 145,55","0,00","1 301,41","729,38","89,45","113,00","58,00","0,00","126,00","154,00","93,00","324,00","1,00","316,00","42,00","1,00","1,00","0,00","0,00","0,00","29,00","11,00","100,00","83,00","50,00","32,00","108,00","119,00","13,00","10,00","21,00","17,00","43,00","23,00","12,00","78,00","4,00","89,00","87,00","26,00","134,00","1 235,00","5 383,53","10,00","645,61","4 148,52","4 737,92","5,00","2,00","2,00","Moravskoslezský kraj","BRUNTÁL","Bruntál"
"Ludvíkovice","10 701,46","6 453,90","0,00","1 303,44","4 775,85","2 663,38","2 140,75","308,00","164,00","2,00","238,00","402,00","231,00","876,00","1,00","881,00","114,00","0,00","1,00","0,00","1,00","1,00","44,00","6,00","315,00","188,00","132,00","154,00","262,00","267,00","39,00","40,00","26,00","9,00","185,00","61,00","7,00","203,00","40,00","206,00","223,00","45,00","348,00","2 140,75","12 561,44","35,00","-2 915,84","10 420,72","15 477,28","41,00","7,00","12,00","Ústecký kraj","DĚČÍN","Děčín"
"Luhačovice","154 967,44","55 090,08","51 486,39","12 323,56","64 410,83","17 618,08","79 877,11","2 007,00","1 095,00","2,00","1 191,00","2 583,00","957,00","5 203,00","10,00","5 172,00","1 006,00","4,00","2,00","0,00","9,00","6,00","616,00","66,00","1 521,00","1 340,00","719,00","624,00","1 543,00","1 685,00","188,00","157,00","155,00","1 002,00","524,00","540,00","59,00","1 325,00","133,00","1 594,00","813,00","196,00","2 357,00","131 363,50","216 395,22","65,00","-2 983,01","85 031,72","219 378,23","93,00","60,00","55,00","Zlínský kraj","LUHAČOVICE","Zlín"
"Luka","1 407,49","1 191,16","0,00","17,36","56,19","268,87","186,89","35,00","14,00","0,00","41,00","40,00","27,00","98,00","0,00","91,00","15,00","0,00","0,00","0,00","0,00","0,00","4,00","0,00","31,00","12,00","27,00","12,00","30,00","29,00","6,00","6,00","6,00",NA,"7,00","5,00","5,00","9,00","3,00","24,00","25,00","11,00","31,00","186,89","1 664,27","0,00","200,64","1 477,39","1 463,63","1,00","0,00","1,00","Liberecký kraj","ČESKÁ LÍPA","Česká Lípa"
