"obce","Počet obyvatel","Počet obyvatel nad 65 let","Počet obyvatel ve věku 0 až 14 let","Počet obyvatel ve věku 15-59 muži","Počet obyvatel ve věku 15-59 ženy","Počet obyvatel ve věku 60-64 let ženy","Počet obyvatel ve věku 60-64 muži","Počet uchazečů o zaměstnání","kraj","orp","okres","Počet dokončených bytů"
"Svojetín","327,00","55,00","49,00","104,00","95,00","13,00","11,00","10,00","Středočeský kraj","RAKOVNÍK","Rakovník",NA
"Svojkov","156,00","18,00","19,00","58,00","53,00","5,00","3,00","6,00","Liberecký kraj","NOVÝ BOR","Česká Lípa","1,00"
"Svojkovice","62,00","13,00","9,00","16,00","18,00","4,00","2,00","0,00","Vysočina","TELČ","Jihlava",NA
"Svojšice","89,00","11,00","12,00","28,00","28,00","8,00","2,00","0,00","Středočeský kraj","PŘÍBRAM","Příbram",NA
"Svojšice","578,00","130,00","66,00","193,00","142,00","20,00","27,00","9,00","Středočeský kraj","KOLÍN","Kolín","1,00"
"Svojšice","228,00","21,00","34,00","82,00","79,00","4,00","8,00","6,00","Pardubický kraj","PŘELOUČ","Pardubice","1,00"
"Svojšín","449,00","48,00","84,00","148,00","145,00","10,00","14,00","27,00","Plzeňský kraj","STŘÍBRO","Tachov",NA
"Svor","652,00","81,00","105,00","222,00","207,00","20,00","17,00","24,00","Liberecký kraj","NOVÝ BOR","Česká Lípa",NA
"Svrabov","59,00","12,00","8,00","20,00","17,00","0,00","2,00","1,00","Jihočeský kraj","TÁBOR","Tábor",NA
"Svratka","1 491,00","271,00","174,00","495,00","447,00","57,00","47,00","51,00","Vysočina","ŽĎÁR NAD SÁZAVOU","Žďár nad Sázavou","1,00"
"Svratouch","896,00","144,00","154,00","287,00","255,00","28,00","28,00","30,00","Pardubický kraj","HLINSKO","Chrudim","4,00"
"Svrkyně","277,00","34,00","44,00","93,00","88,00","8,00","10,00","5,00","Středočeský kraj","ČERNOŠICE","Praha-západ","2,00"
"Sychrov","178,00","19,00","40,00","68,00","46,00","2,00","3,00","4,00","Liberecký kraj","TURNOV","Liberec",NA
"Sýkořice","454,00","78,00","59,00","145,00","133,00","15,00","24,00","14,00","Středočeský kraj","RAKOVNÍK","Rakovník",NA
"Synalov","2","2","2","2","2","2","2","2","Jihomoravský kraj","TIŠNOV","Blansko","2"
"Synkov-Slemeno","377,00","56,00","51,00","128,00","128,00","6,00","8,00","3,00","Královéhradecký kraj","RYCHNOV NAD KNĚŽNOU","Rychnov nad Kněžnou",NA
"Syřenov","215,00","38,00","43,00","63,00","56,00","9,00","6,00","5,00","Liberecký kraj","SEMILY","Semily","1,00"
"Syrov","55,00","9,00","8,00","17,00","17,00","3,00","1,00","2,00","Vysočina","HUMPOLEC","Pelhřimov",NA
"Syrovátka","407,00","55,00","49,00","149,00","125,00","13,00","16,00","12,00","Královéhradecký kraj","HRADEC KRÁLOVÉ","Hradec Králové",NA
"Syrovice","1 003,00","148,00","163,00","333,00","306,00","29,00","24,00","19,00","Jihomoravský kraj","ŽIDLOCHOVICE","Brno-venkov","8,00"
"Syrovín","376,00","62,00","44,00","137,00","113,00","9,00","11,00","18,00","Jihomoravský kraj","KYJOV","Hodonín",NA
"Sytno","376,00","32,00","36,00","183,00","104,00","7,00","14,00","8,00","Plzeňský kraj","STŘÍBRO","Tachov",NA
"Tábor","35 769,00","5 141,00","4 863,00","11 643,00","11 846,00","1 136,00","1 140,00","995,00","Jihočeský kraj","TÁBOR","Tábor","136,00"
"Tachlovice","564,00","62,00","81,00","192,00","187,00","27,00","15,00","10,00","Středočeský kraj","ČERNOŠICE","Praha-západ","6,00"
"Tachov","12 557,00","1 570,00","1 824,00","4 108,00","4 284,00","410,00","361,00","444,00","Plzeňský kraj","TACHOV","Tachov","16,00"
"Tachov","170,00","11,00","52,00","56,00","47,00","0,00","4,00","5,00","Liberecký kraj","ČESKÁ LÍPA","Česká Lípa",NA
"Takonín","2","2","2","2","2","2","2","2","Středočeský kraj","VLAŠIM","Benešov","2"
"Tálín","159,00","22,00","18,00","63,00","51,00","1,00","4,00","4,00","Jihočeský kraj","PÍSEK","Písek",NA
"Tanvald","6 956,00","956,00","1 000,00","2 229,00","2 269,00","280,00","222,00","324,00","Liberecký kraj","TANVALD","Jablonec n.Nisou","7,00"
"Tašov","147,00","13,00","22,00","49,00","52,00","7,00","4,00","7,00","Ústecký kraj","ÚSTÍ NAD LABEM","Ústí nad Labem","1,00"
"Tasov","535,00","83,00","86,00","176,00","154,00","22,00","14,00","29,00","Jihomoravský kraj","VESELÍ NAD MORAVOU","Hodonín","2,00"
"Tasovice","74,00","14,00","16,00","23,00","19,00","1,00","1,00","6,00","Jihomoravský kraj","BOSKOVICE","Blansko",NA
"Tasovice","1 252,00","121,00","204,00","434,00","417,00","38,00","38,00","68,00","Jihomoravský kraj","ZNOJMO","Znojmo","3,00"
"Tatce","2","2","2","2","2","2","2","2","Středočeský kraj","KOLÍN","Kolín",NA
"Tatenice","861,00","82,00","165,00","293,00","272,00","29,00","20,00","31,00","Pardubický kraj","LANŠKROUN","Ústí nad Orlicí","6,00"
"Tatiná","242,00","40,00","37,00","77,00","72,00","11,00","5,00","5,00","Plzeňský kraj","NÝŘANY","Plzeň-sever","1,00"
"Tatobity","539,00","88,00","77,00","170,00","163,00","17,00","24,00","19,00","Liberecký kraj","TURNOV","Semily","3,00"
"Tatrovice","157,00","21,00","26,00","58,00","46,00","2,00","4,00","11,00","Karlovarský kraj","SOKOLOV","Sokolov",NA
"Tavíkovice","595,00","76,00","77,00","231,00","174,00","13,00","24,00","36,00","Jihomoravský kraj","MORAVSKÝ KRUMLOV","Znojmo",NA
"Tchořovice","238,00","36,00","38,00","76,00","72,00","7,00","9,00","7,00","Jihočeský kraj","BLATNÁ","Strakonice","1,00"
"Těchařovice","37,00","5,00","2,00","14,00","14,00","1,00","1,00","3,00","Středočeský kraj","PŘÍBRAM","Příbram",NA
"Těchlovice","526,00","67,00","89,00","184,00","147,00","17,00","22,00","31,00","Ústecký kraj","DĚČÍN","Děčín","2,00"
"Těchlovice","335,00","70,00","42,00","116,00","94,00","5,00","8,00","10,00","Královéhradecký kraj","HRADEC KRÁLOVÉ","Hradec Králové","5,00"
"Těchobuz","117,00","21,00","3,00","62,00","22,00","3,00","6,00","1,00","Vysočina","PACOV","Pelhřimov",NA
"Těchonín","617,00","83,00","87,00","211,00","182,00","26,00","28,00","10,00","Pardubický kraj","ŽAMBERK","Ústí nad Orlicí","1,00"
"Tečovice","1 300,00","182,00","187,00","458,00","402,00","41,00","30,00","25,00","Zlínský kraj","ZLÍN","Zlín","2,00"
"Tehov","536,00","51,00","100,00","185,00","171,00","15,00","14,00","4,00","Středočeský kraj","ŘÍČANY","Praha-východ","8,00"
"Tehov","307,00","34,00","58,00","104,00","98,00","8,00","5,00","4,00","Středočeský kraj","VLAŠIM","Benešov",NA
"Tehovec","330,00","41,00","54,00","93,00","108,00","18,00","16,00","1,00","Středočeský kraj","ŘÍČANY","Praha-východ","12,00"
"Telč","5 716,00","923,00","775,00","1 822,00","1 794,00","218,00","184,00","224,00","Vysočina","TELČ","Jihlava","9,00"
"Telecí","397,00","79,00","53,00","137,00","107,00","11,00","10,00","22,00","Pardubický kraj","POLIČKA","Svitavy","2,00"
"Telnice","637,00","70,00","79,00","239,00","197,00","26,00","26,00","33,00","Ústecký kraj","ÚSTÍ NAD LABEM","Ústí nad Labem",NA
"Telnice","1 364,00","180,00","232,00","426,00","435,00","49,00","42,00","29,00","Jihomoravský kraj","ŠLAPANICE","Brno-venkov","3,00"
"Temelín","817,00","115,00","150,00","273,00","215,00","37,00","27,00","18,00","Jihočeský kraj","TÝN NAD VLTAVOU","České Budějovice",NA
"Temešvár","116,00","20,00","28,00","30,00","28,00","6,00","4,00","2,00","Jihočeský kraj","PÍSEK","Písek",NA
"Těmice","406,00","83,00","43,00","124,00","114,00","22,00","20,00","9,00","Vysočina","PELHŘIMOV","Pelhřimov",NA
"Těmice","878,00","101,00","142,00","297,00","288,00","24,00","26,00","50,00","Jihomoravský kraj","KYJOV","Hodonín","3,00"
"Těně","239,00","47,00","31,00","71,00","73,00","8,00","9,00","4,00","Plzeňský kraj","ROKYCANY","Rokycany","1,00"
"Teplá","2","2","2","2","2","2","2","2","Karlovarský kraj","MARIÁNSKÉ LÁZNĚ","Cheb","2"
"Teplice","51 461,00","7 739,00","7 392,00","16 232,00","16 526,00","1 948,00","1 624,00","2 764,00","Ústecký kraj","TEPLICE","Teplice","43,00"
"Teplice nad Bečvou","329,00","55,00","41,00","108,00","103,00","11,00","11,00","4,00","Olomoucký kraj","HRANICE","Přerov","2,00"
"Teplice nad Metují","1 775,00","286,00","237,00","573,00","540,00","73,00","66,00","52,00","Královéhradecký kraj","BROUMOV","Náchod","3,00"
"Teplička","85,00","15,00","12,00","24,00","22,00","5,00","7,00","2,00","Karlovarský kraj","KARLOVY VARY","Karlovy Vary",NA
"Teplýšovice","400,00","48,00","53,00","157,00","124,00","9,00","9,00","2,00","Středočeský kraj","BENEŠOV","Benešov","1,00"
"Terešov","121,00","28,00","15,00","40,00","29,00","5,00","4,00","6,00","Plzeňský kraj","ROKYCANY","Rokycany","1,00"
"Terezín","3 018,00","467,00","461,00","996,00","904,00","98,00","92,00","159,00","Ústecký kraj","LITOMĚŘICE","Litoměřice","3,00"
"Terezín","409,00","80,00","71,00","114,00","126,00","11,00","7,00","18,00","Jihomoravský kraj","HODONÍN","Hodonín",NA
"Těrlicko","4 208,00","642,00","575,00","1 366,00","1 346,00","145,00","134,00","219,00","Moravskoslezský kraj","HAVÍŘOV","Karviná","6,00"
"Těšany","1 216,00","158,00","190,00","395,00","402,00","43,00","28,00","25,00","Jihomoravský kraj","ŽIDLOCHOVICE","Brno-venkov","3,00"
"Těšetice","499,00","63,00","88,00","167,00","154,00","14,00","13,00","33,00","Jihomoravský kraj","ZNOJMO","Znojmo","3,00"
"Těšetice","1 265,00","180,00","179,00","411,00","400,00","47,00","48,00","36,00","Olomoucký kraj","OLOMOUC","Olomouc",NA
"Těškov","286,00","59,00","37,00","86,00","86,00","11,00","7,00","11,00","Plzeňský kraj","ROKYCANY","Rokycany","2,00"
"Těškovice","2","2","2","2","2","2","2","2","Moravskoslezský kraj","BÍLOVEC","Opava","2"
"Těšovice","145,00","17,00","16,00","48,00","53,00","3,00","8,00","4,00","Karlovarský kraj","SOKOLOV","Sokolov",NA
"Těšovice","274,00","35,00","35,00","93,00","87,00","13,00","11,00","8,00","Jihočeský kraj","PRACHATICE","Prachatice",NA
"Tetčice","1 067,00","146,00","128,00","360,00","361,00","36,00","36,00","33,00","Jihomoravský kraj","ROSICE","Brno-venkov","4,00"
"Tetín","799,00","124,00","122,00","266,00","234,00","30,00","23,00","16,00","Středočeský kraj","BEROUN","Beroun","2,00"
"Tetín","136,00","32,00","23,00","40,00","35,00","2,00","4,00","5,00","Královéhradecký kraj","HOŘICE","Jičín",NA
"Tetov","158,00","38,00","20,00","47,00","43,00","5,00","5,00","18,00","Pardubický kraj","PŘELOUČ","Pardubice",NA
"Tichá","1 640,00","251,00","247,00","536,00","507,00","51,00","48,00","37,00","Moravskoslezský kraj","FRENŠTÁT P. RADHOŠTĚM","Nový Jičín","4,00"
"Tichonice","191,00","37,00","20,00","70,00","55,00","5,00","4,00","1,00","Středočeský kraj","VLAŠIM","Benešov","1,00"
"Tichov","340,00","43,00","82,00","106,00","94,00","7,00","8,00","11,00","Zlínský kraj","VALAŠSKÉ KLOBOUKY","Zlín",NA
"Tis","354,00","62,00","50,00","108,00","104,00","14,00","16,00","16,00","Vysočina","HAVLÍČKŮV BROD","Havlíčkův Brod",NA
"Tis u Blatna","87,00","12,00","13,00","29,00","28,00","2,00","3,00","6,00","Plzeňský kraj","KRALOVICE","Plzeň-sever",NA
"Tisá","833,00","117,00","136,00","271,00","258,00","26,00","25,00","38,00","Ústecký kraj","ÚSTÍ NAD LABEM","Ústí nad Labem","10,00"
"Tísek","934,00","136,00","149,00","304,00","298,00","28,00","19,00","15,00","Moravskoslezský kraj","BÍLOVEC","Nový Jičín","1,00"
"Tisem","213,00","32,00","40,00","70,00","62,00","5,00","4,00","1,00","Středočeský kraj","BENEŠOV","Benešov","1,00"
"Tišice","1 649,00","245,00","288,00","517,00","502,00","47,00","50,00","59,00","Středočeský kraj","NERATOVICE","Mělník","19,00"
"Tismice","410,00","45,00","70,00","144,00","129,00","13,00","9,00","10,00","Středočeský kraj","ČESKÝ BROD","Kolín","1,00"
"Tišnov","8 485,00","1 356,00","1 260,00","2 557,00","2 686,00","345,00","281,00","236,00","Jihomoravský kraj","TIŠNOV","Brno-venkov","80,00"
"Tišnovská Nová Ves","2","2","2","2","2","2","2","2","Vysočina","VELKÉ MEZIŘÍČÍ","Žďár nad Sázavou",NA
"Tisová","521,00","49,00","76,00","191,00","168,00","13,00","24,00","26,00","Plzeňský kraj","TACHOV","Tachov",NA
"Tisová","535,00","84,00","74,00","180,00","166,00","16,00","15,00","14,00","Pardubický kraj","VYSOKÉ MÝTO","Ústí nad Orlicí",NA
"Tisovec","311,00","56,00","37,00","111,00","98,00","4,00","5,00","13,00","Pardubický kraj","HLINSKO","Chrudim",NA
"Tištín","510,00","76,00","87,00","162,00","153,00","17,00","15,00","22,00","Olomoucký kraj","PROSTĚJOV","Prostějov",NA
"Tlučná","2 809,00","383,00","481,00","892,00","880,00","97,00","76,00","42,00","Plzeňský kraj","NÝŘANY","Plzeň-sever","7,00"
"Tlumačov","2 491,00","366,00","395,00","819,00","755,00","78,00","78,00","84,00","Zlínský kraj","OTROKOVICE","Zlín","1,00"
"Tlumačov","411,00","70,00","60,00","138,00","119,00","14,00","10,00","11,00","Plzeňský kraj","DOMAŽLICE","Domažlice","2,00"
"Tlustice","879,00","127,00","111,00","323,00","262,00","30,00","26,00","6,00","Středočeský kraj","HOŘOVICE","Beroun","11,00"
"Tmaň","1 058,00","145,00","174,00","347,00","327,00","36,00","29,00","33,00","Středočeský kraj","BEROUN","Beroun",NA
"Tochovice","644,00","63,00","93,00","241,00","197,00","23,00","27,00","15,00","Středočeský kraj","PŘÍBRAM","Příbram",NA
"Točník","219,00","23,00","37,00","80,00","63,00","9,00","7,00","5,00","Středočeský kraj","HOŘOVICE","Beroun",NA
"Tojice","84,00","20,00","9,00","30,00","20,00","3,00","2,00","1,00","Plzeňský kraj","NEPOMUK","Plzeň-jih","1,00"
"Tomice","133,00","24,00","29,00","37,00","35,00","5,00","3,00","1,00","Středočeský kraj","VLAŠIM","Benešov",NA
"Topolany","298,00","60,00","36,00","94,00","87,00","11,00","10,00","8,00","Jihomoravský kraj","VYŠKOV","Vyškov","1,00"
"Topolná","1 609,00","234,00","255,00","543,00","497,00","41,00","39,00","37,00","Zlínský kraj","UHERSKÉ HRADIŠTĚ","Uherské Hradiště","3,00"
"Toušice","257,00","42,00","36,00","76,00","91,00","3,00","9,00","14,00","Středočeský kraj","KOLÍN","Kolín",NA
"Toužetín","297,00","47,00","47,00","90,00","92,00","12,00","9,00","12,00","Ústecký kraj","LOUNY","Louny",NA
"Toužim","3 827,00","495,00","608,00","1 277,00","1 195,00","132,00","120,00","161,00","Karlovarský kraj","KARLOVY VARY","Karlovy Vary","3,00"
"Tovačov","2 577,00","458,00","365,00","774,00","798,00","103,00","79,00","115,00","Olomoucký kraj","PŘEROV","Přerov","11,00"
"Tovéř","559,00","51,00","80,00","195,00","208,00","9,00","16,00","10,00","Olomoucký kraj","OLOMOUC","Olomouc","7,00"
"Třanovice","999,00","153,00","180,00","317,00","309,00","22,00","18,00","44,00","Moravskoslezský kraj","FRÝDEK-MÍSTEK","Frýdek-Místek","2,00"
"Traplice","1 141,00","162,00","180,00","379,00","358,00","34,00","28,00","39,00","Zlínský kraj","UHERSKÉ HRADIŠTĚ","Uherské Hradiště","3,00"
"Travčice","571,00","81,00","81,00","189,00","179,00","23,00","18,00","34,00","Ústecký kraj","LITOMĚŘICE","Litoměřice",NA
"Trboušany","335,00","48,00","38,00","112,00","115,00","14,00","8,00","9,00","Jihomoravský kraj","IVANČICE","Brno-venkov",NA
"Třebařov","947,00","124,00","147,00","334,00","281,00","31,00","30,00","79,00","Pardubický kraj","MORAVSKÁ TŘEBOVÁ","Svitavy","1,00"
"Třebčice","109,00","11,00","10,00","57,00","25,00","2,00","4,00","1,00","Plzeňský kraj","NEPOMUK","Plzeň-jih",NA
"Třebechovice pod Orebem","5 870,00","810,00","952,00","1 878,00","1 826,00","210,00","194,00","136,00","Královéhradecký kraj","HRADEC KRÁLOVÉ","Hradec Králové","12,00"
"Třebějice","74,00","24,00","6,00","16,00","21,00","3,00","4,00","3,00","Jihočeský kraj","SOBĚSLAV","Tábor",NA
"Třebelovice","457,00","52,00","83,00","156,00","130,00","18,00","18,00","21,00","Vysočina","MORAVSKÉ BUDĚJOVICE","Třebíč",NA
"Třebeň","412,00","30,00","58,00","157,00","152,00","5,00","10,00","13,00","Karlovarský kraj","CHEB","Cheb","1,00"
"Třebenice","1 743,00","287,00","244,00","571,00","506,00","72,00","63,00","66,00","Ústecký kraj","LOVOSICE","Litoměřice","3,00"
"Třebenice","434,00","77,00","58,00","142,00","128,00","13,00","16,00","21,00","Vysočina","TŘEBÍČ","Třebíč","2,00"
"Třebešice","246,00","30,00","50,00","90,00","63,00","7,00","6,00","17,00","Středočeský kraj","ČÁSLAV","Kutná Hora",NA
"Třebešice","78,00","18,00","8,00","23,00","23,00","2,00","4,00","0,00","Středočeský kraj","BENEŠOV","Benešov",NA
"Třebešov","254,00","30,00","44,00","88,00","80,00","4,00","8,00","0,00","Královéhradecký kraj","RYCHNOV NAD KNĚŽNOU","Rychnov nad Kněžnou","1,00"
"Třebestovice","779,00","109,00","104,00","261,00","265,00","25,00","15,00","22,00","Středočeský kraj","NYMBURK","Nymburk",NA
"Třebětice","292,00","47,00","45,00","97,00","84,00","9,00","10,00","13,00","Zlínský kraj","HOLEŠOV","Kroměříž","2,00"
"Třebětice","303,00","50,00","53,00","99,00","92,00","5,00","4,00","12,00","Jihočeský kraj","DAČICE","Jindřichův Hradec","1,00"
"Třebětín","116,00","32,00","8,00","39,00","28,00","4,00","5,00","4,00","Středočeský kraj","KUTNÁ HORA","Kutná Hora","1,00"
"Třebíč","38 493,00","4 799,00","5 599,00","12 832,00","13 159,00","1 120,00","984,00","1 802,00","Vysočina","TŘEBÍČ","Třebíč","47,00"
"Třebichovice","544,00","56,00","87,00","175,00","178,00","24,00","24,00","23,00","Středočeský kraj","KLADNO","Kladno","1,00"
"Třebihošť","404,00","73,00","62,00","129,00","114,00","13,00","13,00","6,00","Královéhradecký kraj","DVŮR KRÁLOVÉ N. LAB.","Trutnov",NA
"Třebívlice","804,00","138,00","105,00","271,00","242,00","27,00","21,00","48,00","Ústecký kraj","LOVOSICE","Litoměřice","2,00"
"Třebíz","170,00","20,00","26,00","59,00","53,00","5,00","7,00","8,00","Středočeský kraj","SLANÝ","Kladno",NA
"Třebnouševes","268,00","37,00","44,00","93,00","75,00","13,00","6,00","8,00","Královéhradecký kraj","HOŘICE","Jičín",NA
"Třeboc","130,00","22,00","14,00","46,00","40,00","4,00","4,00","5,00","Středočeský kraj","RAKOVNÍK","Rakovník",NA
"Třebohostice","303,00","46,00","56,00","94,00","90,00","8,00","9,00","5,00","Jihočeský kraj","STRAKONICE","Strakonice","1,00"
"Třebom","216,00","35,00","35,00","81,00","55,00","7,00","3,00","30,00","Moravskoslezský kraj","KRAVAŘE","Opava",NA
"Třeboň","8 840,00","1 410,00","1 251,00","2 773,00","2 750,00","352,00","304,00","138,00","Jihočeský kraj","TŘEBOŇ","Jindřichův Hradec","22,00"
"Třebonín","139,00","19,00","20,00","45,00","43,00","6,00","6,00","5,00","Středočeský kraj","ČÁSLAV","Kutná Hora","1,00"
"Třebosice","172,00","22,00","27,00","52,00","59,00","8,00","4,00","3,00","Pardubický kraj","PARDUBICE","Pardubice","1,00"
"Třebotov","1 136,00","140,00","183,00","387,00","339,00","40,00","47,00","9,00","Středočeský kraj","ČERNOŠICE","Praha-západ","3,00"
"Třebovice","772,00","92,00","121,00","258,00","238,00","29,00","34,00","40,00","Pardubický kraj","ČESKÁ TŘEBOVÁ","Ústí nad Orlicí","2,00"
"Třebovle","435,00","65,00","68,00","134,00","141,00","12,00","15,00","16,00","Středočeský kraj","KOLÍN","Kolín","1,00"
"Třebsko","212,00","23,00","36,00","69,00","65,00","7,00","12,00","7,00","Středočeský kraj","PŘÍBRAM","Příbram","1,00"
"Třebusice","495,00","62,00","66,00","179,00","155,00","12,00","21,00","15,00","Středočeský kraj","KLADNO","Kladno","1,00"
"Třebušín","530,00","81,00","61,00","174,00","173,00","20,00","21,00","26,00","Ústecký kraj","LITOMĚŘICE","Litoměřice",NA
"Třemešná","964,00","130,00","135,00","352,00","288,00","28,00","31,00","64,00","Moravskoslezský kraj","KRNOV","Bruntál",NA
"Třemešné","397,00","53,00","65,00","134,00","115,00","14,00","16,00","12,00","Plzeňský kraj","TACHOV","Tachov","1,00"
"Třemošná","4 825,00","714,00","663,00","1 572,00","1 529,00","175,00","172,00","84,00","Plzeňský kraj","NÝŘANY","Plzeň-sever","9,00"
"Třemošnice","3 240,00","437,00","447,00","1 114,00","1 033,00","98,00","111,00","87,00","Pardubický kraj","CHRUDIM","Chrudim","3,00"
"Třesov","87,00","12,00","11,00","32,00","24,00","6,00","2,00","3,00","Vysočina","NÁMĚŠŤ NAD OSLAVOU","Třebíč",NA
"Třesovice","225,00","37,00","34,00","76,00","65,00","6,00","7,00","8,00","Královéhradecký kraj","HRADEC KRÁLOVÉ","Hradec Králové",NA
"Třešovice","82,00","17,00","6,00","24,00","30,00","2,00","3,00","5,00","Jihočeský kraj","STRAKONICE","Strakonice",NA
"Třešť","5 888,00","843,00","876,00","1 935,00","1 861,00","207,00","166,00","104,00","Vysočina","JIHLAVA","Jihlava","22,00"
"Třeštice","106,00","19,00","17,00","30,00","35,00","3,00","2,00","1,00","Vysočina","JIHLAVA","Jihlava",NA
"Třeština","347,00","50,00","40,00","134,00","112,00","7,00","4,00","18,00","Olomoucký kraj","MOHELNICE","Šumperk","2,00"
"Trhanov","562,00","88,00","79,00","188,00","172,00","17,00","18,00","11,00","Plzeňský kraj","DOMAŽLICE","Domažlice",NA
"Trhová Kamenice","878,00","144,00","128,00","291,00","264,00","23,00","28,00","45,00","Pardubický kraj","HLINSKO","Chrudim","3,00"
"Trhové Dušníky","406,00","50,00","62,00","144,00","126,00","15,00","9,00","13,00","Středočeský kraj","PŘÍBRAM","Příbram",NA
"Trhové Sviny","4 842,00","650,00","704,00","1 636,00","1 553,00","149,00","150,00","81,00","Jihočeský kraj","TRHOVÉ SVINY","České Budějovice","10,00"
