"obce","Běžné výdaje","Celková plocha území obce","Daňové příjmy","Investiční přijaté dotace","Kapitálové příjmy","Kapitálové výdaje","Nedaňové příjmy","Neinvestiční přijaté dotace","Počet dokončených bytů","Počet lůžek v ubytovacích zařízeních","Počet obyvatel","Počet obyvatel nad 65 let","Počet obyvatel ve věku 0 až 14 let","Počet obyvatel ve věku 15-59 muži","Počet obyvatel ve věku 15-59 ženy","Počet obyvatel ve věku 60-64 let ženy","Počet obyvatel ve věku 60-64 muži","Počet podnik. subjektů - Administrativní a podpůrné činnosti","Počet podnik. subjektů - Činn.domác. jako zaměstnavatelů,činn.dom.produk.výr.a služ","Počet podnik. subjektů - Činnosti exteritoriálních organizací a orgánů","Počet podnik. subjektů - Činnosti v oblasti nemovitostí","Počet podnik. subjektů - Doprava a skladování","Počet podnik. subjektů - Informační a komunikační činnosti","Počet podnik. subjektů - Kulturní, zábavní a rekreační činnosti","Počet podnik. subjektů - Nezařazeno","Počet podnik. subjektů - Nezjištěno","Počet podnik. subjektů - Ostatní činnosti","Počet podnik. subjektů - Peněžnictví a pojišťovnictví","Počet podnik. subjektů - Profesní, vědecké a technické činnosti","Počet podnik. subjektů - Stavebnictví","Počet podnik. subjektů - Těžba a dobývání","Počet podnik. subjektů - Ubytování, stravování a pohostinství","Počet podnik. subjektů - Velkoobchod a maloobchod; opravy a údržba motorových vozid","Počet podnik. subjektů - Veřejná správa a obrana; povinné sociální zabezpečení","Počet podnik. subjektů - Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného","Počet podnik. subjektů - Vzdělávání","Počet podnik. subjektů - Zásobování vodou; činnosti související s odp. vodami, odpa","Počet podnik. subjektů - Zdravotní a sociální péče","Počet podnik. subjektů - Zemědělství, lesnictví, rybářství","Počet podnik. subjektů - Zpracovatelský průmysl","Počet podnik. subjektů bez zaměstnanců","Počet podnik. subjektů s 1-9 zaměstnanci","Počet podnik. subjektů s 10 - 19 zaměstnanci","Počet podnik. subjektů s 100 - 249 zaměstnanci","Počet podnik. subjektů s 1000 - 2499 zaměstnanci","Počet podnik. subjektů s 20 - 49 zaměstnanci","Počet podnik. subjektů s 250 - 499 zaměstnanci","Počet podnik. subjektů s 2500 a více  zaměstnanci","Počet podnik. subjektů s 50 - 99 zaměstnanci","Počet podnik. subjektů s 500 - 999 zaměstnanci","Počet podnikatelských subjektů celkem","Počet pokojů v ubytovacích zařízeních","Počet ubytovacích zařízení","Počet uchazečů o zaměstnání","Přijaté dotace","Příjmy","Přistěhovalí celkem","Saldo příjmů a výdajů","Vlastní příjmy","Výdaje celkem","Výměra chmelnic","Výměra lesní půdy","Výměra orné půdy","Výměra ostatních ploch","Výměra ovocných sadů","Výměra trvalých travních porostů","Výměra vinic","Výměra vodních ploch","Výměra zahrad","Výměra zastavěných ploch","Výměra zemědělské půdy","Vystěhovalí celkem","Zemřelí celkem","Živě narození celkem","kraj","orp","okres"
"Vratimov","86 307,50","1 413,58","90 443,17","19 550,22","435,11","32 179,32","19 368,73","7 053,07","36,00",NA,"7 242,00","1 310,00","1 120,00","2 159,00","2 176,00","264,00","213,00","27,00","0,00","0,00","75,00","36,00","10,00","34,00","75,00","823,00","135,00","81,00","170,00","136,00","1,00","66,00","306,00","3,00","19,00","18,00","6,00","25,00","27,00","146,00","431,00","111,00","15,00","2,00","1,00","11,00","0,00","0,00","2,00","0,00","1 396,00",NA,"2,00","270,00","26 603,29","136 850,30","259,00","18 363,48","110 247,01","118 486,82","0,00","361,43","507,25","170,53","0,65","117,74","0,00","28,41","156,91","70,68","782,54","197,00","87,00","74,00","Moravskoslezský kraj","OSTRAVA","Frýdek-Místek"
"Vratislávka","730,72","349,58","1 271,09","0,00","0,00","791,69","139,47","100,95","2,00",NA,"100,00","19,00","18,00","30,00","27,00","1,00","5,00","1,00","0,00","0,00","0,00","1,00","0,00","0,00","1,00","17,00","1,00","0,00","1,00","1,00","0,00","4,00","4,00","1,00","0,00","0,00","0,00","0,00","3,00","7,00","7,00","1,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","25,00",NA,NA,"5,00","100,95","1 511,51","6,00","-10,90","1 410,56","1 522,40","0,00","77,25","182,91","16,35","0,73","61,20","0,00","1,31","6,80","3,02","251,64","2,00","0,00","2,00","Vysočina","VELKÉ MEZIŘÍČÍ","Žďár nad Sázavou"
"Vrátkov","1 344,30","242,20","3 066,30","0,00","33,00","988,78","167,75","65,12","0,00",NA,"257,00","49,00","34,00","76,00","72,00","10,00","16,00","2,00","0,00","0,00","0,00","0,00","1,00","0,00","0,00","40,00","6,00","1,00","12,00","11,00","0,00","4,00","15,00","2,00","0,00","1,00","0,00","0,00","3,00","11,00","23,00","6,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","69,00",NA,NA,"8,00","65,12","3 332,17","4,00","999,10","3 267,06","2 333,07","0,00","31,89","172,10","17,60","4,42","1,63","0,00","1,15","7,87","5,54","186,02","15,00","2,00","1,00","Středočeský kraj","ČESKÝ BROD","Kolín"
"Vrátno","2 152,72","592,60","2 200,02","0,00","87,27","19,95","629,27","77,20","0,00",NA,"155,00","22,00","22,00","39,00","61,00","5,00","6,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","1,00","15,00","0,00","2,00","0,00","1,00","0,00","5,00","6,00","1,00","0,00","0,00","0,00","0,00","9,00","0,00","6,00","4,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","25,00",NA,NA,"9,00","77,20","2 993,76","7,00","821,09","2 916,56","2 172,67","0,00","85,55","400,41","38,20","1,04","56,17","0,00","0,67","4,12","6,45","461,73","8,00","1,00","2,00","Středočeský kraj","MLADÁ BOLESLAV","Mladá Boleslav"
"Vráto","5 111,05","152,55","4 688,73","138,76","25,95","761,49","359,73","711,14","3,00",NA,"397,00","48,00","63,00","130,00","128,00","11,00","17,00","1,00","0,00","0,00","4,00","7,00","3,00","2,00","1,00","69,00","7,00","5,00","12,00","19,00","0,00","11,00","32,00","1,00","1,00","1,00","0,00","0,00","2,00","15,00","36,00","18,00","1,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","124,00",NA,NA,"10,00","849,90","5 924,32","21,00","51,78","5 074,42","5 872,54","0,00","0,20","95,07","28,27","0,82","12,61","0,00","1,65","6,01","7,92","114,51","15,00","3,00","6,00","Jihočeský kraj","ČESKÉ BUDĚJOVICE","České Budějovice"
"Vráž","6 440,19","631,47","12 002,73","4 209,94","49,00","691,92","1 101,45","217,38","7,00",NA,"1 139,00","205,00","186,00","323,00","327,00","49,00","49,00","4,00","0,00","0,00","6,00","8,00","5,00","9,00","2,00","169,00","29,00","5,00","39,00","41,00","1,00","15,00","72,00","2,00","1,00","10,00","0,00","1,00","10,00","31,00","102,00","18,00","1,00","0,00","0,00","1,00","0,00","0,00","0,00","0,00","291,00",NA,"1,00","35,00","4 427,32","17 580,50","56,00","10 448,39","13 153,18","7 132,11","0,00","126,06","256,04","75,38","12,86","82,96","0,00","3,91","57,78","16,49","409,64","37,00","7,00","11,00","Středočeský kraj","BEROUN","Beroun"
"Vráž","3 576,79","738,14","4 005,86","6 108,99","0,00","2 105,22","618,48","127,70","2,00",NA,"303,00","64,00","35,00","81,00","106,00","10,00","7,00","1,00","0,00","0,00","3,00","0,00","1,00","1,00","2,00","55,00","10,00","5,00","1,00","12,00","0,00","8,00","17,00","2,00","0,00","3,00","0,00","0,00","5,00","11,00","19,00","7,00","1,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","82,00",NA,"3,00","8,00","6 236,69","10 861,03","9,00","5 179,03","4 624,34","5 682,01","0,00","365,66","194,80","41,90","0,00","70,52","0,00","43,52","14,10","7,64","279,41","15,00","0,00","0,00","Jihočeský kraj","PÍSEK","Písek"
"Vražkov","5 642,25","762,56","5 202,45","90,00","0,00","1 948,62","434,94","1 875,69","0,00",NA,"421,00","67,00","78,00","111,00","127,00","21,00","17,00","1,00","0,00","0,00","0,00","5,00","0,00","5,00","1,00","47,00","13,00","2,00","6,00","27,00","0,00","12,00","18,00","2,00","1,00","1,00","1,00","0,00","9,00","8,00","58,00","7,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","112,00",NA,"1,00","6,00","1 965,69","7 603,08","10,00","12,21","5 637,39","7 590,87","22,91","23,39","593,90","54,98","1,39","45,87","0,00","4,08","6,06","9,98","670,13","16,00","6,00","4,00","Ústecký kraj","ROUDNICE NAD LABEM","Litoměřice"
"Vražné","8 253,58","1 521,17","9 984,01","870,73","15,10","1 948,26","587,02","1 342,08","3,00",NA,"850,00","139,00","138,00","246,00","274,00","24,00","29,00","0,00","0,00","0,00","2,00","1,00","0,00","2,00","6,00","75,00","13,00","5,00","8,00","22,00","0,00","6,00","27,00","2,00","0,00","1,00","0,00","0,00","17,00","18,00","50,00","4,00","1,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","130,00",NA,"1,00","43,00","2 212,81","12 798,94","26,00","2 597,10","10 586,13","10 201,84","0,00","60,71","1 131,29","148,33","0,85","57,56","0,00","36,97","65,26","20,20","1 254,96","29,00","5,00","11,00","Moravskoslezský kraj","ODRY","Nový Jičín"
"Vrážné","868,97","413,11","1 035,13","0,00","61,71","0,54","216,09","74,90","0,00",NA,"70,00","18,00","9,00","17,00","23,00","1,00","2,00","0,00","0,00","0,00","1,00","0,00","0,00","0,00","0,00","12,00","2,00","0,00","0,00","1,00","0,00","0,00","4,00","2,00","0,00","0,00","0,00","0,00","3,00","2,00","3,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","15,00",NA,NA,"4,00","74,90","1 387,83","0,00","518,33","1 312,93","869,51","0,00","263,28","76,98","17,21","0,00","46,34","0,00","1,88","4,75","2,67","128,07","2,00","0,00","1,00","Pardubický kraj","MORAVSKÁ TŘEBOVÁ","Svitavy"
"Vrbátky","12 462,88","1 326,13","28 027,69","5 860,14","216,73","8 247,85","2 862,18","1 112,60","2,00",NA,"1 708,00","274,00","309,00","484,00","519,00","64,00","58,00","3,00","0,00","0,00","7,00","9,00","2,00","13,00","11,00","177,00","26,00","18,00","27,00","28,00","0,00","17,00","65,00","3,00","3,00","5,00","0,00","3,00","30,00","36,00","104,00","17,00","4,00","1,00","0,00","3,00","0,00","0,00","0,00","0,00","306,00",NA,NA,"36,00","6 972,74","38 079,34","46,00","17 368,61","31 106,60","20 710,73","0,00","4,63","1 128,71","91,42","1,48","32,62","0,00","9,25","28,48","29,53","1 191,29","60,00","10,00","19,00","Olomoucký kraj","PROSTĚJOV","Prostějov"
"Vrbatův Kostelec","3 222,94","545,48","3 940,83","0,00","49,80","200,55","312,22","828,41","1,00",NA,"349,00","76,00","55,00","78,00","93,00","19,00","28,00","1,00","0,00","0,00","1,00","1,00","1,00","1,00","1,00","37,00","4,00","5,00","8,00","16,00","1,00","1,00","12,00","3,00","3,00","0,00","0,00","0,00","6,00","17,00","39,00","6,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","82,00",NA,NA,"15,00","828,41","5 131,26","10,00","1 707,77","4 302,85","3 423,49","0,00","36,08","246,24","82,16","1,30","144,42","0,00","9,22","17,18","8,88","409,14","3,00","3,00","5,00","Pardubický kraj","CHRUDIM","Chrudim"
"Vrbčany","2 502,65","620,17","4 378,48","0,00","9,42","758,49","207,08","549,15","1,00",NA,"381,00","49,00","79,00","106,00","121,00","17,00","9,00","1,00","0,00","0,00","1,00","4,00","3,00","0,00","1,00","42,00","4,00","1,00","9,00","17,00","0,00","3,00","12,00","2,00","0,00","1,00","0,00","0,00","3,00","9,00","26,00","3,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","71,00",NA,NA,"19,00","549,15","5 144,13","20,00","1 882,99","4 594,98","3 261,14","0,00","8,89","495,04","51,58","19,29","18,30","0,00","4,85","10,36","11,87","542,98","5,00","7,00","7,00","Středočeský kraj","KOLÍN","Kolín"
"Vrbičany","1 387,49","349,98","2 546,23","0,00","1,00","290,40","251,85","335,30","0,00",NA,"227,00","39,00","35,00","61,00","77,00","9,00","6,00","0,00","0,00","0,00","0,00","1,00","0,00","1,00","2,00","22,00","2,00","1,00","5,00","7,00","0,00","2,00","9,00","2,00","0,00","1,00","0,00","0,00","1,00","3,00","12,00","3,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","37,00",NA,NA,"15,00","335,30","3 134,38","19,00","1 456,49","2 799,08","1 677,89","4,95","0,72","312,74","18,58","0,76","0,02","0,00","0,84","4,17","7,20","322,65","11,00","2,00","3,00","Středočeský kraj","SLANÝ","Kladno"
"Vrbičany","3 368,92","241,08","3 110,59","0,00","11,65","1 189,93","841,32","507,27","0,00",NA,"316,00","54,00","45,00","93,00","100,00","9,00","15,00","2,00","0,00","0,00","0,00","7,00","0,00","1,00","1,00","42,00","4,00","2,00","4,00","15,00","0,00","4,00","10,00","1,00","0,00","0,00","0,00","1,00","2,00","5,00","13,00","4,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","59,00",NA,NA,"16,00","507,27","4 470,83","19,00","-88,02","3 963,56","4 558,85","0,00","1,16","196,43","20,63","1,15","0,06","0,00","0,79","10,55","10,31","208,20","7,00","4,00","5,00","Ústecký kraj","LOVOSICE","Litoměřice"
"Vrbice","5 897,93","1 073,98","6 458,34","298,60","722,36","1 038,18","828,07","966,90","2,00",NA,"526,00","78,00","117,00","155,00","149,00","16,00","11,00","0,00","0,00","0,00","5,00","6,00","1,00","2,00","5,00","81,00","5,00","4,00","12,00","18,00","1,00","8,00","27,00","2,00","2,00","2,00","0,00","0,00","15,00","12,00","34,00","8,00","2,00","0,00","0,00","2,00","0,00","0,00","0,00","0,00","127,00",NA,NA,"29,00","1 265,50","9 274,26","24,00","2 338,14","8 008,76","6 936,12","52,75","141,86","658,98","68,79","56,51","18,54","30,41","8,22","20,14","17,79","837,32","19,00","3,00","9,00","Ústecký kraj","ROUDNICE NAD LABEM","Litoměřice"
"Vrbice","2 484,45","765,76","2 520,28","0,00","45,38","58,35","757,26","691,41","0,00",NA,"181,00","33,00","36,00","47,00","56,00","6,00","3,00","0,00","0,00","0,00","6,00","2,00","0,00","0,00","0,00","25,00","4,00","1,00","3,00","6,00","1,00","3,00","4,00","1,00","0,00","0,00","0,00","0,00","6,00","1,00","12,00","1,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","38,00",NA,NA,"23,00","691,41","4 014,33","4,00","1 471,53","3 322,92","2 542,80","0,00","12,69","463,66","55,07","0,00","215,42","0,00","6,51","5,48","6,92","684,57","7,00","2,00","2,00","Karlovarský kraj","KARLOVY VARY","Karlovy Vary"
"Vrbice","1 098,38","665,73","2 349,28","0,00","0,00","36,91","256,19","155,42","0,00",NA,"145,00","39,00","19,00","36,00","36,00","7,00","8,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","6,00","3,00","0,00","0,00","1,00","0,00","0,00","1,00","2,00","0,00","0,00","0,00","0,00","1,00","2,00","3,00","1,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","10,00",NA,NA,"3,00","155,42","2 760,88","6,00","1 625,59","2 605,46","1 135,29","0,00","235,74","366,66","20,57","0,92","18,09","0,00","2,19","12,47","9,09","398,14","5,00","1,00","0,00","Královéhradecký kraj","JIČÍN","Jičín"
"Vrbice","2 634,68","584,61","2 638,06","0,00","0,00","37,14","238,04","158,08","1,00",NA,"165,00","49,00","18,00","38,00","45,00","7,00","8,00","1,00","0,00","0,00","0,00","1,00","1,00","1,00","2,00","22,00","3,00","0,00","3,00","5,00","0,00","3,00","6,00","1,00","0,00","0,00","0,00","0,00","7,00","2,00","12,00","2,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","36,00",NA,NA,"8,00","158,08","3 034,18","4,00","362,36","2 876,10","2 671,82","0,00","10,36","511,61","28,51","6,97","3,81","0,00","3,77","8,44","11,15","530,82","4,00","3,00","0,00","Středočeský kraj","PODĚBRADY","Nymburk"
"Vrbice","491,36","228,13","835,43","0,00","0,00","0,00","33,32","77,00","0,00",NA,"70,00","18,00","11,00","23,00","16,00","0,00","2,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","6,00","2,00","0,00","3,00","2,00","0,00","0,00","4,00","1,00","1,00","0,00","0,00","0,00","1,00","1,00","7,00","1,00","1,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","15,00",NA,NA,"2,00","77,00","945,75","7,00","454,39","868,75","491,36","0,00","31,61","79,70","13,31","0,00","94,81","0,00","0,96","4,96","2,78","179,48","0,00","0,00","0,00","Jihočeský kraj","VIMPERK","Prachatice"
"Vrbice","2 803,94","242,70","1 800,15","0,00","11,65","231,91","807,78","765,38","2,00",NA,"150,00","30,00","25,00","41,00","45,00","4,00","5,00","0,00","0,00","0,00","0,00","0,00","1,00","0,00","0,00","19,00","3,00","2,00","1,00","4,00","0,00","3,00","9,00","2,00","1,00","0,00","0,00","0,00","7,00","4,00","16,00","2,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","37,00",NA,"1,00",NA,"765,38","3 384,95","3,00","349,10","2 619,58","3 035,85","0,00","30,20","157,30","11,32","0,00","31,66","0,00","0,14","7,89","4,19","196,85","2,00","3,00","2,00","Královéhradecký kraj","KOSTELEC NAD ORLICÍ","Rychnov nad Kněžnou"
"Vrbka","1 676,13","531,39","2 375,47","0,00","0,00","304,48","245,41","130,34","0,00",NA,"196,00","42,00","23,00","56,00","54,00","10,00","11,00","0,00","0,00","0,00","0,00","0,00","0,00","2,00","1,00","23,00","4,00","0,00","2,00","3,00","0,00","2,00","12,00","2,00","1,00","0,00","0,00","0,00","1,00","6,00","11,00","2,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","36,00",NA,NA,"9,00","130,34","2 751,22","2,00","770,62","2 620,88","1 980,60","0,00","228,31","232,61","31,99","2,29","8,94","0,00","1,88","19,61","5,76","263,45","4,00","1,00","0,00","Zlínský kraj","KROMĚŘÍŽ","Kroměříž"
"Vrbno nad Lesy","2 379,11","473,43","2 824,46","0,00","0,00","149,76","149,76","282,47","0,00",NA,"180,00","29,00","21,00","46,00","64,00","12,00","8,00","0,00","0,00","0,00","1,00","2,00","0,00","3,00","0,00","31,00","2,00","1,00","6,00","2,00","0,00","4,00","16,00","2,00","0,00","1,00","0,00","0,00","7,00","5,00","14,00","6,00","1,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","52,00",NA,NA,"4,00","282,47","3 256,70","7,00","727,82","2 974,22","2 528,87","0,00","1,79","422,20","32,49","1,48","0,53","0,00","0,33","5,91","8,70","430,12","14,00","2,00","6,00","Ústecký kraj","LOUNY","Louny"
"Vrbno pod Pradědem","94 423,02","6 891,25","69 305,75","4 157,89","2 150,70","27 893,59","24 847,11","11 222,55","4,00","269,00","5 172,00","1 175,00","667,00","1 403,00","1 522,00","218,00","187,00","9,00","0,00","0,00","34,00","25,00","12,00","23,00","61,00","612,00","85,00","39,00","123,00","125,00","0,00","82,00","207,00","5,00","3,00","9,00","6,00","19,00","74,00","141,00","360,00","85,00","9,00","0,00","0,00","13,00","0,00","0,00","2,00","1,00","1 082,00","101,00","8,00","322,00","15 380,44","111 684,00","74,00","-10 632,60","96 303,56","122 316,61","0,00","5 808,21","76,90","298,27","3,14","547,45","0,00","44,93","58,65","53,69","686,15","155,00","64,00","44,00","Moravskoslezský kraj","BRUNTÁL","Bruntál"
"Vrbová Lhota","4 893,01","604,39","5 983,26","154,78","49,00","357,10","1 241,55","229,78","3,00",NA,"514,00","70,00","97,00","150,00","168,00","13,00","16,00","4,00","0,00","0,00","1,00","5,00","1,00","4,00","4,00","69,00","9,00","4,00","8,00","24,00","0,00","12,00","24,00","1,00","0,00","2,00","1,00","0,00","6,00","13,00","47,00","5,00","2,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","123,00",NA,NA,"11,00","384,56","7 658,37","34,00","2 408,25","7 273,81","5 250,11","0,00","96,40","402,80","48,69","1,62","11,94","0,00","23,06","7,21","12,68","423,57","11,00","3,00","4,00","Středočeský kraj","PODĚBRADY","Kolín"
"Vrbovec","12 262,24","1 966,92","18 265,23","0,00","734,18","3 871,40","2 920,82","803,68","2,00",NA,"1 154,00","161,00","222,00","344,00","348,00","39,00","40,00","1,00","0,00","0,00","8,00","2,00","2,00","5,00","7,00","143,00","22,00","5,00","16,00","32,00","0,00","29,00","60,00","2,00","4,00","1,00","1,00","1,00","21,00","19,00","71,00","19,00","3,00","0,00","0,00","1,00","0,00","0,00","1,00","0,00","238,00",NA,"1,00","57,00","803,68","22 723,91","37,00","6 590,27","21 920,23","16 133,64","0,00","54,28","1 200,71","169,16","26,71","41,60","401,09","27,47","22,73","23,17","1 692,86","38,00","9,00","14,00","Jihomoravský kraj","ZNOJMO","Znojmo"
"Vrčeň","4 786,29","705,98","5 073,45","220,00","10,92","722,00","1 263,67","164,05","1,00",NA,"321,00","55,00","52,00","89,00","93,00","14,00","18,00","0,00","0,00","0,00","3,00","1,00","0,00","2,00","3,00","34,00","4,00","2,00","4,00","6,00","0,00","3,00","16,00","2,00","0,00","3,00","0,00","0,00","10,00","7,00","28,00","3,00","1,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","66,00",NA,NA,"7,00","384,05","6 732,09","13,00","1 223,80","6 348,04","5 508,29","0,00","269,32","294,39","43,64","0,00","66,07","0,00","7,88","14,89","9,78","375,36","19,00","5,00","1,00","Plzeňský kraj","NEPOMUK","Plzeň-jih"
"Vrchlabí","198 689,41","2 764,88","166 012,03","3 725,76","5 471,85","30 218,79","92 862,16","24 895,21","28,00","1 517,00","12 502,00","2 636,00","1 944,00","3 420,00","3 597,00","496,00","409,00","52,00","0,00","0,00","164,00","86,00","40,00","109,00","41,00","1 974,00","315,00","157,00","347,00","397,00","1,00","380,00","758,00","5,00","16,00","52,00","15,00","66,00","125,00","350,00","1 192,00","258,00","23,00","2,00","0,00","20,00","1,00","0,00","5,00","1,00","3 476,00","502,00","34,00","297,00","28 620,97","292 967,01","303,00","64 058,81","264 346,04","228 908,20","0,00","960,32","334,11","403,80","3,48","789,86","0,00","50,22","115,86","107,23","1 243,31","310,00","146,00","139,00","Královéhradecký kraj","VRCHLABÍ","Trutnov"
"Vrchoslavice","5 979,41","335,68","7 044,63","1 184,48","1,44","3 305,83","1 202,34","744,75","0,00",NA,"610,00","83,00","120,00","169,00","183,00","28,00","27,00","1,00","0,00","0,00","2,00","2,00","2,00","7,00","5,00","63,00","11,00","4,00","5,00","21,00","0,00","4,00","16,00","2,00","0,00","3,00","0,00","0,00","4,00","19,00","36,00","9,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","108,00",NA,NA,"8,00","1 929,23","10 177,64","19,00","892,40","8 248,41","9 285,24","0,00","0,00","256,59","50,32","0,66","0,23","0,00","3,37","15,46","9,05","272,94","24,00","8,00","6,00","Olomoucký kraj","PROSTĚJOV","Prostějov"
"Vrchotovy Janovice","10 611,79","2 307,63","13 802,76","4 850,67","224,31","2 037,83","2 441,26","727,56","3,00",NA,"1 012,00","148,00","185,00","301,00","314,00","28,00","36,00","4,00","0,00","0,00","4,00","6,00","3,00","3,00","2,00","131,00","24,00","9,00","16,00","52,00","1,00","11,00","35,00","3,00","2,00","2,00","1,00","3,00","25,00","25,00","89,00","5,00","3,00","0,00","0,00","3,00","0,00","0,00","0,00","0,00","231,00",NA,NA,"13,00","5 578,23","22 046,56","39,00","9 396,94","16 468,33","12 649,63","0,00","418,38","1 213,40","146,86","3,33","347,31","0,00","103,82","42,15","32,38","1 606,18","14,00","11,00","14,00","Středočeský kraj","VOTICE","Benešov"
"Vrchovany","1 795,84","469,00","1 560,68","0,00","27,20","0,00","333,14","682,25","0,00",NA,"108,00","19,00","18,00","33,00","35,00","3,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","1,00","0,00","12,00","1,00","0,00","0,00","2,00","0,00","3,00","3,00","1,00","0,00","0,00","0,00","0,00","10,00","3,00","9,00","3,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","24,00",NA,NA,"3,00","682,25","2 603,27","3,00","807,44","1 921,02","1 795,84","0,00","229,12","141,64","20,75","0,00","67,19","0,00","0,13","6,26","3,91","215,09","3,00","1,00","0,00","Liberecký kraj","ČESKÁ LÍPA","Česká Lípa"
"Vrchovnice","565,41","151,24","953,45","4 681,00","0,00","7 729,93","118,60","76,00","1,00",NA,"61,00","12,00","5,00","23,00","20,00","0,00","1,00","0,00","0,00","0,00","1,00","0,00","0,00","0,00","1,00","9,00","0,00","2,00","0,00","3,00","0,00","1,00","2,00","1,00","1,00","0,00","0,00","0,00","3,00","0,00","5,00","1,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","15,00",NA,NA,"1,00","4 757,00","5 829,06","0,00","-2 466,28","1 072,06","8 295,34","0,00","0,00","134,66","8,24","0,42","0,42","0,00","0,92","3,11","3,47","138,61","5,00","1,00","1,00","Královéhradecký kraj","HRADEC KRÁLOVÉ","Hradec Králové"
"Vrchy","3 701,80","1 054,36","3 211,12","0,00","0,00","0,00","258,84","344,09","1,00",NA,"215,00","36,00","23,00","66,00","72,00","10,00","8,00","0,00","0,00","0,00","1,00","0,00","0,00","0,00","1,00","24,00","2,00","4,00","1,00","4,00","0,00","2,00","5,00","2,00","0,00","1,00","0,00","0,00","13,00","6,00","14,00","4,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","42,00",NA,NA,"8,00","344,09","3 814,05","6,00","112,25","3 469,96","3 701,80","0,00","372,82","560,82","35,11","0,00","54,98","0,00","0,96","21,35","8,32","637,16","6,00","2,00","0,00","Moravskoslezský kraj","NOVÝ JIČÍN","Nový Jičín"
"Vrcovice","1 845,42","551,50","2 120,87","0,00","170,00","1 046,89","687,59","107,45","0,00",NA,"170,00","23,00","27,00","52,00","55,00","6,00","7,00","0,00","0,00","0,00","0,00","1,00","1,00","1,00","3,00","25,00","1,00","3,00","0,00","5,00","0,00","0,00","8,00","2,00","0,00","1,00","0,00","0,00","11,00","4,00","10,00","5,00","0,00","1,00","0,00","0,00","0,00","0,00","0,00","0,00","41,00",NA,NA,"2,00","107,45","3 085,91","5,00","193,61","2 978,46","2 892,30","0,00","170,48","271,12","42,06","0,97","40,96","0,00","10,90","7,67","7,32","320,72","3,00","1,00","1,00","Jihočeský kraj","PÍSEK","Písek"
"Vrdy","34 785,06","1 849,51","38 194,84","650,25","1 720,85","12 247,75","10 088,21","1 927,36","5,00",NA,"2 898,00","497,00","398,00","840,00","959,00","108,00","96,00","9,00","0,00","0,00","28,00","10,00","11,00","10,00","12,00","330,00","42,00","27,00","48,00","132,00","0,00","20,00","122,00","4,00","6,00","6,00","1,00","4,00","33,00","62,00","227,00","23,00","1,00","0,00","0,00","4,00","1,00","0,00","1,00","0,00","587,00",NA,NA,"108,00","2 577,61","52 581,51","115,00","5 548,70","50 003,89","47 032,80","0,00","21,30","1 478,64","146,49","9,06","37,64","0,00","30,46","62,88","63,06","1 588,21","117,00","25,00","21,00","Středočeský kraj","ČÁSLAV","Kutná Hora"
